forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
dry interior fire-adapted pine forest,no_harvest,17,118.9967,54.15,0.0,0.0,634.871
dry interior fire-adapted pine forest,no_harvest,18,119.7776,54.1578,0.0,0.0,637.7632
dry interior fire-adapted pine forest,no_harvest,19,120.5472,54.1655,0.0,0.0,640.6133
dry interior fire-adapted pine forest,no_harvest,20,121.3055,54.1731,0.0,0.0,643.4214
dry interior fire-adapted pine forest,no_harvest,21,122.0524,54.1805,0.0,0.0,646.1875
dry interior fire-adapted pine forest,no_harvest,22,122.7881,54.1879,0.0,0.0,648.9119
dry interior fire-adapted pine forest,no_harvest,23,123.5125,54.1951,0.0,0.0,651.5948
dry interior fire-adapted pine forest,no_harvest,24,124.2258,54.2023,0.0,0.0,654.2362
dry interior fire-adapted pine forest,no_harvest,25,124.9279,54.2093,0.0,0.0,656.8365
dry interior fire-adapted pine forest,no_harvest,26,125.619,54.2162,0.0,0.0,659.3958
dry interior fire-adapted pine forest,no_harvest,27,126.2991,54.223,0.0,0.0,661.9145
dry interior fire-adapted pine forest,no_harvest,28,126.9683,54.2297,0.0,0.0,664.3928
dry interior fire-adapted pine forest,no_harvest,29,127.6267,54.2363,0.0,0.0,666.8309
dry interior fire-adapted pine forest,no_harvest,30,128.2743,54.2427,0.0,0.0,669.2293
dry interior fire-adapted pine forest,no_harvest,31,128.9113,54.2491,0.0,0.0,671.5882
dry interior fire-adapted pine forest,no_harvest,32,129.5377,54.2554,0.0,0.0,673.9081
dry interior fire-adapted pine forest,no_harvest,33,130.1537,54.2615,0.0,0.0,676.1891
dry interior fire-adapted pine forest,no_harvest,34,130.7593,54.2676,0.0,0.0,678.4318
dry interior fire-adapted pine forest,no_harvest,35,131.3546,54.2735,0.0,0.0,680.6364
dry interior fire-adapted pine forest,no_harvest,36,131.9397,54.2794,0.0,0.0,682.8035
dry interior fire-adapted pine forest,no_harvest,37,132.5149,54.2851,0.0,0.0,684.9333
dry interior fire-adapted pine forest,no_harvest,38,133.08,54.2908,0.0,0.0,687.0264
dry interior fire-adapted pine forest,no_harvest,39,133.6354,54.2964,0.0,0.0,689.0831
dry interior fire-adapted pine forest,no_harvest,40,134.181,54.3018,0.0,0.0,691.1038
dry interior fire-adapted pine forest,no_harvest,41,134.7171,54.3072,0.0,0.0,693.089
dry interior fire-adapted pine forest,no_harvest,42,135.2437,54.3124,0.0,0.0,695.0392
dry interior fire-adapted pine forest,no_harvest,43,135.761,54.3176,0.0,0.0,696.9548
dry interior fire-adapted pine forest,no_harvest,44,136.269,54.3227,0.0,0.0,698.8361
dry interior fire-adapted pine forest,no_harvest,45,136.7679,54.3277,0.0,0.0,700.6838
dry interior fire-adapted pine forest,no_harvest,46,137.2578,54.3326,0.0,0.0,702.4982
dry interior fire-adapted pine forest,no_harvest,47,137.7389,54.3374,0.0,0.0,704.2798
dry interior fire-adapted pine forest,no_harvest,48,138.2113,54.3421,0.0,0.0,706.0291
dry interior fire-adapted pine forest,no_harvest,49,138.675,54.3468,0.0,0.0,707.7465
dry interior fire-adapted pine forest,no_harvest,50,139.1303,54.3513,0.0,0.0,709.4324
dry interior fire-adapted pine forest,no_harvest,51,139.5772,54.3558,0.0,0.0,711.0875
dry interior fire-adapted pine forest,no_harvest,52,140.0159,54.3602,0.0,0.0,712.7121
dry interior fire-adapted pine forest,no_harvest,53,140.4464,54.3645,0.0,0.0,714.3066
dry interior fire-adapted pine forest,no_harvest,54,140.869,54.3687,0.0,0.0,715.8716
dry interior fire-adapted pine forest,no_harvest,55,141.2838,54.3728,0.0,0.0,717.4076
dry interior fire-adapted pine forest,no_harvest,56,141.6908,54.3769,0.0,0.0,718.9149
dry interior fire-adapted pine forest,no_harvest,57,142.0902,54.3809,0.0,0.0,720.394
dry interior fire-adapted pine forest,no_harvest,58,142.4821,54.3848,0.0,0.0,721.8454
dry interior fire-adapted pine forest,no_harvest,59,142.8667,54.3887,0.0,0.0,723.2696
dry interior fire-adapted pine forest,no_harvest,60,143.244,54.3924,0.0,0.0,724.6669
dry interior fire-adapted pine forest,no_harvest,61,143.6142,54.3961,0.0,0.0,726.0379
dry interior fire-adapted pine forest,no_harvest,62,143.9774,54.3998,0.0,0.0,727.3829
dry interior fire-adapted pine forest,no_harvest,63,144.3337,54.4033,0.0,0.0,728.7025
dry interior fire-adapted pine forest,no_harvest,64,144.6833,54.4068,0.0,0.0,729.9971
dry interior fire-adapted pine forest,no_harvest,65,145.0262,54.4103,0.0,0.0,731.267
dry interior fire-adapted pine forest,no_harvest,66,145.3626,54.4136,0.0,0.0,732.5127
dry interior fire-adapted pine forest,no_harvest,67,145.6925,54.4169,0.0,0.0,733.7347
dry interior fire-adapted pine forest,no_harvest,68,146.0162,54.4202,0.0,0.0,734.9334
dry interior fire-adapted pine forest,no_harvest,69,146.3337,54.4233,0.0,0.0,736.1091
dry interior fire-adapted pine forest,no_harvest,70,146.6451,54.4265,0.0,0.0,737.2622
dry interior fire-adapted pine forest,no_harvest,71,146.9505,54.4295,0.0,0.0,738.3933
dry interior fire-adapted pine forest,no_harvest,72,147.25,54.4325,0.0,0.0,739.5026
dry interior fire-adapted pine forest,no_harvest,73,147.5438,54.4354,0.0,0.0,740.5906
dry interior fire-adapted pine forest,no_harvest,74,147.832,54.4383,0.0,0.0,741.6577
dry interior fire-adapted pine forest,no_harvest,75,148.1146,54.4411,0.0,0.0,742.7042
dry interior fire-adapted pine forest,no_harvest,76,148.3917,54.4439,0.0,0.0,743.7305
dry interior fire-adapted pine forest,no_harvest,77,148.6635,54.4466,0.0,0.0,744.7371
dry interior fire-adapted pine forest,no_harvest,78,148.93,54.4493,0.0,0.0,745.7241
dry interior fire-adapted pine forest,no_harvest,79,149.1914,54.4519,0.0,0.0,746.6921
dry interior fire-adapted pine forest,no_harvest,80,149.4477,54.4545,0.0,0.0,747.6414
dry interior fire-adapted pine forest,no_harvest,81,149.6991,54.457,0.0,0.0,748.5722
dry interior fire-adapted pine forest,no_harvest,82,149.9456,54.4595,0.0,0.0,749.4851
dry interior fire-adapted pine forest,no_harvest,83,150.1873,54.4619,0.0,0.0,750.3802
dry interior fire-adapted pine forest,no_harvest,84,150.4243,54.4642,0.0,0.0,751.258
dry interior fire-adapted pine forest,no_harvest,85,150.6567,54.4666,0.0,0.0,752.1187
dry interior fire-adapted pine forest,no_harvest,86,150.8846,54.4688,0.0,0.0,752.9628
dry interior fire-adapted pine forest,no_harvest,87,151.1081,54.4711,0.0,0.0,753.7904
dry interior fire-adapted pine forest,no_harvest,88,151.3273,54.4733,0.0,0.0,754.6019
dry interior fire-adapted pine forest,no_harvest,89,151.5421,54.4754,0.0,0.0,755.3977
dry interior fire-adapted pine forest,no_harvest,90,151.7528,54.4775,0.0,0.0,756.1779
dry interior fire-adapted pine forest,no_harvest,91,151.9594,54.4796,0.0,0.0,756.943
dry interior fire-adapted pine forest,no_harvest,92,152.162,54.4816,0.0,0.0,757.6932
dry interior fire-adapted pine forest,no_harvest,93,152.3606,54.4836,0.0,0.0,758.4288
dry interior fire-adapted pine forest,no_harvest,94,152.5554,54.4856,0.0,0.0,759.15
dry interior fire-adapted pine forest,no_harvest,95,152.7463,54.4875,0.0,0.0,759.8572
dry interior fire-adapted pine forest,no_harvest,96,152.9335,54.4893,0.0,0.0,760.5505
dry interior fire-adapted pine forest,no_harvest,97,153.1171,54.4912,0.0,0.0,761.2304
dry interior fire-adapted pine forest,no_harvest,98,153.2971,54.493,0.0,0.0,761.8969
dry interior fire-adapted pine forest,no_harvest,99,153.4736,54.4947,0.0,0.0,762.5505
dry interior fire-adapted pine forest,no_harvest,100,153.6466,54.4965,0.0,0.0,763.1912
dry interior fire-adapted pine forest,selective_60_year,0,104.0,54.0,0.0,0.0,579.3333
dry interior fire-adapted pine forest,selective_60_year,1,104.9691,54.0097,0.0,0.0,582.9224
dry interior fire-adapted pine forest,selective_60_year,2,105.928,54.0193,0.0,0.0,586.4732
dry interior fire-adapted pine forest,selective_60_year,3,106.8763,54.0288,0.0,0.0,589.9852
dry interior fire-adapted pine forest,selective_60_year,4,107.814,54.0381,0.0,0.0,593.4579
dry interior fire-adapted pine forest,selective_60_year,5,108.741,54.0474,0.0,0.0,596.8909
dry interior fire-adapted pine forest,selective_60_year,6,109.6571,54.0566,0.0,0.0,600.2836
dry interior fire-adapted pine forest,selective_60_year,7,110.5623,54.0656,0.0,0.0,603.6358
dry interior fire-adapted pine forest,selective_60_year,8,111.4564,54.0746,0.0,0.0,606.947
dry interior fire-adapted pine forest,selective_60_year,9,112.3394,54.0834,0.0,0.0,610.217
dry interior fire-adapted pine forest,selective_60_year,10,113.2112,54.0921,0.0,0.0,613.4456
dry interior fire-adapted pine forest,selective_60_year,11,114.0718,54.1007,0.0,0.0,616.6324
dry interior fire-adapted pine forest,selective_60_year,12,114.921,54.1092,0.0,0.0,619.7774
dry interior fire-adapted pine forest,selective_60_year,13,115.7589,54.1176,0.0,0.0,622.8804
dry interior fire-adapted pine forest,selective_60_year,14,116.5854,54.1259,0.0,0.0,625.9414
dry interior fire-adapted pine forest,selective_60_year,15,117.4006,54.134,0.0,0.0,628.9601
dry interior fire-adapted pine forest,selective_60_year,16,118.2043,54.142,0.0,0.0,631.9367
dry interior fire-adapted pine forest,selective_60_year,17,118.9967,54.15,0.0,0.0,634.871
dry interior fire-adapted pine forest,selective_60_year,18,119.7776,54.1578,0.0,0.0,637.7632
dry interior fire-adapted pine forest,selective_60_year,19,120.5472,54.1655,0.0,0.0,640.6133
dry interior fire-adapted pine forest,selective_60_year,20,121.3055,54.1731,0.0,0.0,643.4214
dry interior fire-adapted pine forest,selective_60_year,21,122.0524,54.1805,0.0,0.0,646.1875
dry interior fire-adapted pine forest,selective_60_year,22,122.7881,54.1879,0.0,0.0,648.9119
dry interior fire-adapted pine forest,selective_60_year,23,123.5125,54.1951,0.0,0.0,651.5948
dry interior fire-adapted pine forest,selective_60_year,24,124.2258,54.2023,0.0,0.0,654.2362
dry interior fire-adapted pine forest,selective_60_year,25,124.9279,54.2093,0.0,0.0,656.8365
dry interior fire-adapted pine forest,selective_60_year,26,125.619,54.2162,0.0,0.0,659.3958
dry interior fire-adapted pine forest,selective_60_year,27,126.2991,54.223,0.0,0.0,661.9145
dry interior fire-adapted pine forest,selective_60_year,28,126.9683,54.2297,0.0,0.0,664.3928
dry interior fire-adapted pine forest,selective_60_year,29,127.6267,54.2363,0.0,0.0,666.8309
dry interior fire-adapted pine forest,selective_60_year,30,128.2743,54.2427,0.0,0.0,669.2293
dry interior fire-adapted pine forest,selective_60_year,31,128.9113,54.2491,0.0,0.0,671.5882
dry interior fire-adapted pine forest,selective_60_year,32,129.5377,54.2554,0.0,0.0,673.9081
dry interior fire-adapted pine forest,selective_60_year,33,130.1537,54.2615,0.0,0.0,676.1891
dry interior fire-adapted pine forest,selective_60_year,34,130.7593,54.2676,0.0,0.0,678.4318
dry interior fire-adapted pine forest,selective_60_year,35,131.3546,54.2735,0.0,0.0,680.6364
dry interior fire-adapted pine forest,selective_60_year,36,131.9397,54.2794,0.0,0.0,682.8035
dry interior fire-adapted pine forest,selective_60_year,37,132.5149,54.2851,0.0,0.0,684.9333
dry interior fire-adapted pine forest,selective_60_year,38,133.08,54.2908,0.0,0.0,687.0264
dry interior fire-adapted pine forest,selective_60_year,39,133.6354,54.2964,0.0,0.0,689.0831
dry interior fire-adapted pine forest,selective_60_year,40,134.181,54.3018,0.0,0.0,691.1038
dry interior fire-adapted pine forest,selective_60_year,41,134.7171,54.3072,0.0,0.0,693.089
dry interior fire-adapted pine forest,selective_60_year,42,135.2437,54.3124,0.0,0.0,695.0392
dry interior fire-adapted pine forest,selective_60_year,43,135.761,54.3176,0.0,0.0,696.9548
dry interior fire-adapted pine forest,selective_60_year,44,136.269,54.3227,0.0,0.0,698.8361
dry interior fire-adapted pine forest,selective_60_year,45,136.7679,54.3277,0.0,0.0,700.6838
dry interior fire-adapted pine forest,selective_60_year,46,137.2578,54.3326,0.0,0.0,702.4982
dry interior fire-adapted pine forest,selective_60_year,47,137.7389,54.3374,0.0,0.0,704.2798
dry interior fire-adapted pine forest,selective_60_year,48,138.2113,54.3421,0.0,0.0,706.0291
dry interior fire-adapted pine forest,selective_60_year,49,138.675,54.3468,0.0,0.0,707.7465
dry interior fire-adapted pine forest,selective_60_year,50,139.1303,54.3513,0.0,0.0,709.4324
dry interior fire-adapted pine forest,selective_60_year,51,139.5772,54.3558,0.0,0.0,711.0875
dry interior fire-adapted pine forest,selective_60_year,52,140.0159,54.3602,0.0,0.0,712.7121
dry interior fire-adapted pine forest,selective_60_year,53,140.4464,54.3645,0.0,0.0,714.3066
dry interior fire-adapted pine forest,selective_60_year,54,140.869,54.3687,0.0,0.0,715.8716
dry interior fire-adapted pine forest,selective_60_year,55,141.2838,54.3728,0.0,0.0,717.4076
dry interior fire-adapted pine forest,selective_60_year,56,141.6908,54.3769,0.0,0.0,718.9149
dry interior fire-adapted pine forest,selective_60_year,57,142.0902,54.3809,0.0,0.0,720.394
dry interior fire-adapted pine forest,selective_60_year,58,142.4821,54.3848,0.0,0.0,721.8454
dry interior fire-adapted pine forest,selective_60_year,59,142.8667,54.3887,0.0,0.0,723.2696
dry interior fire-adapted pine forest,selective_60_year,60,143.244,54.3924,0.0,0.0,724.6669
dry interior fire-adapted pine forest,selective_60_year,61,103.4022,55.2808,36.1908,6.2248,737.3616
dry interior fire-adapted pine forest,selective_60_year,62,104.0949,55.2877,35.1837,6.1313,735.8916
dry interior fire-adapted pine forest,selective_60_year,63,104.7803,55.2946,34.2682,6.0416,734.7435
dry interior fire-adapted pine forest,selective_60_year,64,105.4582,55.3014,33.4308,5.9553,733.8674
dry interior fire-adapted pine forest,selective_60_year,65,106.1286,55.3081,32.6607,5.872,733.2208
dry interior fire-adapted pine forest,selective_60_year,66,106.7915,55.3147,31.9482,5.7914,732.7683
dry interior fire-adapted pine forest,selective_60_year,67,107.447,55.3213,31.2856,5.7134,732.4798
dry interior fire-adapted pine forest,selective_60_year,68,108.0949,55.3277,30.6661,5.6375,732.3298
dry interior fire-adapted pine forest,selective_60_year,69,108.7353,55.3341,30.0841,5.5637,732.2968
dry interior fire-adapted pine forest,selective_60_year,70,109.3683,55.3405,29.5347,5.4919,732.3627
dry interior fire-adapted pine forest,selective_60_year,71,109.9936,55.3467,29.0139,5.4217,732.512
dry interior fire-adapted pine forest,selective_60_year,72,110.6115,55.3529,28.5183,5.3532,732.7319
dry interior fire-adapted pine forest,selective_60_year,73,111.2219,55.359,28.045,5.2862,733.0111
dry interior fire-adapted pine forest,selective_60_year,74,111.8248,55.365,27.5914,5.2207,733.3403
dry interior fire-adapted pine forest,selective_60_year,75,112.4201,55.371,27.1556,5.1565,733.7116
dry interior fire-adapted pine forest,selective_60_year,76,113.0081,55.3769,26.7355,5.0935,734.1181
dry interior fire-adapted pine forest,selective_60_year,77,113.5886,55.3827,26.3299,5.0318,734.5541
dry interior fire-adapted pine forest,selective_60_year,78,114.1616,55.3884,25.9372,4.9713,735.0146
dry interior fire-adapted pine forest,selective_60_year,79,114.7273,55.3941,25.5565,4.9119,735.4955
dry interior fire-adapted pine forest,selective_60_year,80,115.2856,55.3996,25.1867,4.8535,735.993
dry interior fire-adapted pine forest,selective_60_year,81,115.8365,55.4051,24.8269,4.7961,736.5041
dry interior fire-adapted pine forest,selective_60_year,82,116.3802,55.4106,24.4766,4.7398,737.0262
dry interior fire-adapted pine forest,selective_60_year,83,116.9166,55.4159,24.135,4.6844,737.5569
dry interior fire-adapted pine forest,selective_60_year,84,117.4457,55.4212,23.8016,4.6299,738.0942
dry interior fire-adapted pine forest,selective_60_year,85,117.9677,55.4265,23.4758,4.5763,738.6365
dry interior fire-adapted pine forest,selective_60_year,86,118.4825,55.4316,23.1574,4.5236,739.1822
dry interior fire-adapted pine forest,selective_60_year,87,118.9902,55.4367,22.8459,4.4718,739.7301
dry interior fire-adapted pine forest,selective_60_year,88,119.4909,55.4417,22.541,4.4207,740.279
dry interior fire-adapted pine forest,selective_60_year,89,119.9845,55.4466,22.2423,4.3705,740.8279
dry interior fire-adapted pine forest,selective_60_year,90,120.4712,55.4515,21.9497,4.321,741.3759
dry interior fire-adapted pine forest,selective_60_year,91,120.951,55.4563,21.6628,4.2724,741.9224
dry interior fire-adapted pine forest,selective_60_year,92,121.4239,55.461,21.3815,4.2244,742.4665
dry interior fire-adapted pine forest,selective_60_year,93,121.89,55.4657,21.1056,4.1772,743.0078
dry interior fire-adapted pine forest,selective_60_year,94,122.3494,55.4703,20.8348,4.1307,743.5457
dry interior fire-adapted pine forest,selective_60_year,95,122.802,55.4748,20.5691,4.0849,744.0796
dry interior fire-adapted pine forest,selective_60_year,96,123.248,55.4793,20.3082,4.0397,744.6093
dry interior fire-adapted pine forest,selective_60_year,97,123.6875,55.4837,20.052,3.9953,745.1342
dry interior fire-adapted pine forest,selective_60_year,98,124.1204,55.488,19.8004,3.9515,745.6542
dry interior fire-adapted pine forest,selective_60_year,99,124.5468,55.4923,19.5533,3.9083,746.1688
dry interior fire-adapted pine forest,selective_60_year,100,124.9668,55.4965,19.3104,3.8657,746.6779
dry interior fire-adapted pine forest,extended_50_year,0,104.0,54.0,0.0,0.0,579.3333
dry interior fire-adapted pine forest,extended_50_year,1,104.9691,54.0097,0.0,0.0,582.9224
dry interior fire-adapted pine forest,extended_50_year,2,105.928,54.0193,0.0,0.0,586.4732
dry interior fire-adapted pine forest,extended_50_year,3,106.8763,54.0288,0.0,0.0,589.9852
dry interior fire-adapted pine forest,extended_50_year,4,107.814,54.0381,0.0,0.0,593.4579
dry interior fire-adapted pine forest,extended_50_year,5,108.741,54.0474,0.0,0.0,596.8909
dry interior fire-adapted pine forest,extended_50_year,6,109.6571,54.0566,0.0,0.0,600.2836
dry interior fire-adapted pine forest,extended_50_year,7,110.5623,54.0656,0.0,0.0,603.6358
dry interior fire-adapted pine forest,extended_50_year,8,111.4564,54.0746,0.0,0.0,606.947
dry interior fire-adapted pine forest,extended_50_year,9,112.3394,54.0834,0.0,0.0,610.217
dry interior fire-adapted pine forest,extended_50_year,10,113.2112,54.0921,0.0,0.0,613.4456
dry interior fire-adapted pine forest,extended_50_year,11,114.0718,54.1007,0.0,0.0,616.6324
dry interior fire-adapted pine forest,extended_50_year,12,114.921,54.1092,0.0,0.0,619.7774
dry interior fire-adapted pine forest,extended_50_year,13,115.7589,54.1176,0.0,0.0,622.8804
dry interior fire-adapted pine forest,extended_50_year,14,116.5854,54.1259,0.0,0.0,625.9414
dry interior fire-adapted pine forest,extended_50_year,15,117.4006,54.134,0.0,0.0,628.9601
dry interior fire-adapted pine forest,extended_50_year,16,118.2043,54.142,0.0,0.0,631.9367
dry interior fire-adapted pine forest,extended_50_year,17,118.9967,54.15,0.0,0.0,634.871
dry interior fire-adapted pine forest,extended_50_year,18,119.7776,54.1578,0.0,0.0,637.7632
dry interior fire-adapted pine forest,extended_50_year,19,120.5472,54.1655,0.0,0.0,640.6133
dry interior fire-adapted pine forest,extended_50_year,20,121.3055,54.1731,0.0,0.0,643.4214
dry interior fire-adapted pine forest,extended_50_year,21,122.0524,54.1805,0.0,0.0,646.1875
dry interior fire-adapted pine forest,extended_50_year,22,122.7881,54.1879,0.0,0.0,648.9119
dry interior fire-adapted pine forest,extended_50_year,23,123.5125,54.1951,0.0,0.0,651.5948
dry interior fire-adapted pine forest,extended_50_year,24,124.2258,54.2023,0.0,0.0,654.2362
dry interior fire-adapted pine forest,extended_50_year,25,124.9279,54.2093,0.0,0.0,656.8365
dry interior fire-adapted pine forest,extended_50_year,26,125.619,54.2162,0.0,0.0,659.3958
dry interior fire-adapted pine forest,extended_50_year,27,126.2991,54.223,0.0,0.0,661.9145
dry interior fire-adapted pine forest,extended_50_year,28,126.9683,54.2297,0.0,0.0,664.3928
dry interior fire-adapted pine forest,extended_50_year,29,127.6267,54.2363,0.0,0.0,666.8309
dry interior fire-adapted pine forest,extended_50_year,30,128.2743,54.2427,0.0,0.0,669.2293
dry interior fire-adapted pine forest,extended_50_year,31,128.9113,54.2491,0.0,0.0,671.5882
dry interior fire-adapted pine forest,extended_50_year,32,129.5377,54.2554,0.0,0.0,673.9081
dry interior fire-adapted pine forest,extended_50_year,33,130.1537,54.2615,0.0,0.0,676.1891
dry interior fire-adapted pine forest,extended_50_year,34,130.7593,54.2676,0.0,0.0,678.4318
dry interior fire-adapted pine forest,extended_50_year,35,131.3546,54.2735,0.0,0.0,680.6364
dry interior fire-adapted pine forest,extended_50_year,36,131.9397,54.2794,0.0,0.0,682.8035
dry interior fire-adapted pine forest,extended_50_year,37,132.5149,54.2851,0.0,0.0,684.9333
dry interior fire-adapted pine forest,extended_50_year,38,133.08,54.2908,0.0,0.0,687.0264
dry interior fire-adapted pine forest,extended_50_year,39,133.6354,54.2964,0.0,0.0,689.0831
dry interior fire-adapted pine forest,extended_50_year,40,134.181,54.3018,0.0,0.0,691.1038
dry interior fire-adapted pine forest,extended_50_year,41,134.7171,54.3072,0.0,0.0,693.089
dry interior fire-adapted pine forest,extended_50_year,42,135.2437,54.3124,0.0,0.0,695.0392
dry interior fire-adapted pine forest,extended_50_year,43,135.761,54.3176,0.0,0.0,696.9548
dry interior fire-adapted pine forest,extended_50_year,44,136.269,54.3227,0.0,0.0,698.8361
dry interior fire-adapted pine forest,extended_50_year,45,136.7679,54.3277,0.0,0.0,700.6838
dry interior fire-adapted pine forest,extended_50_year,46,137.2578,54.3326,0.0,0.0,702.4982
dry interior fire-adapted pine forest,extended_50_year,47,137.7389,54.3374,0.0,0.0,704.2798
dry interior fire-adapted pine forest,extended_50_year,48,138.2113,54.3421,0.0,0.0,706.0291
dry interior fire-adapted pine forest,extended_50_year,49,138.675,54.3468,0.0,0.0,707.7465
dry interior fire-adapted pine forest,extended_50_year,50,139.1303,54.3513,0.0,0.0,709.4324
dry interior fire-adapted pine forest,extended_50_year,51,80.9548,55.6455,52.7602,8.7347,726.3489
dry interior fire-adapted pine forest,extended_50_year,52,81.734,55.6533,51.0937,8.5934,722.6059
dry interior fire-adapted pine forest,extended_50_year,53,82.5088,55.661,49.5909,8.4586,719.471
dry interior fire-adapted pine forest,extended_50_year,54,83.2791,55.6687,48.2279,8.3296,716.8527
dry interior fire-adapted pine forest,extended_50_year,55,84.0447,55.6764,46.9844,8.2056,714.6742
dry interior fire-adapted pine forest,extended_50_year,56,84.8056,55.684,45.8434,8.0862,712.8703
dry interior fire-adapted pine forest,extended_50_year,57,85.5615,55.6915,44.7905,7.971,711.3863
dry interior fire-adapted pine forest,extended_50_year,58,86.3124,55.699,43.8134,7.8594,710.1756
dry interior fire-adapted pine forest,extended_50_year,59,87.0581,55.7065,42.9021,7.7512,709.199
dry interior fire-adapted pine forest,extended_50_year,60,87.7986,55.7139,42.0477,7.6461,708.4231
dry interior fire-adapted pine forest,extended_50_year,61,88.5337,55.7213,41.243,7.5437,707.8198
dry interior fire-adapted pine forest,extended_50_year,62,89.2634,55.7286,40.4818,7.4441,707.3652
dry interior fire-adapted pine forest,extended_50_year,63,89.9874,55.7358,39.7588,7.3468,707.039
dry interior fire-adapted pine forest,extended_50_year,64,90.7058,55.743,39.0695,7.2518,706.8237
dry interior fire-adapted pine forest,extended_50_year,65,91.4185,55.7501,38.4102,7.1589,706.7048
dry interior fire-adapted pine forest,extended_50_year,66,92.1253,55.7572,37.7776,7.068,706.6695
dry interior fire-adapted pine forest,extended_50_year,67,92.8262,55.7642,37.1689,6.979,706.7072
dry interior fire-adapted pine forest,extended_50_year,68,93.5212,55.7711,36.5819,6.8918,706.8085
dry interior fire-adapted pine forest,extended_50_year,69,94.2101,55.778,36.0145,6.8063,706.9656
dry interior fire-adapted pine forest,extended_50_year,70,94.8928,55.7848,35.4649,6.7224,707.1716
dry interior fire-adapted pine forest,extended_50_year,71,95.5694,55.7916,34.9318,6.6401,707.4207
dry interior fire-adapted pine forest,extended_50_year,72,96.2397,55.7983,34.4138,6.5593,707.7077
dry interior fire-adapted pine forest,extended_50_year,73,96.9038,55.805,33.9098,6.4799,708.028
dry interior fire-adapted pine forest,extended_50_year,74,97.5615,55.8115,33.4189,6.402,708.378
dry interior fire-adapted pine forest,extended_50_year,75,98.2129,55.818,32.9403,6.3254,708.7541
dry interior fire-adapted pine forest,extended_50_year,76,98.8578,55.8245,32.4731,6.2501,709.1534
dry interior fire-adapted pine forest,extended_50_year,77,99.4962,55.8309,32.0168,6.1761,709.5732
dry interior fire-adapted pine forest,extended_50_year,78,100.1282,55.8372,31.5707,6.1033,710.0112
dry interior fire-adapted pine forest,extended_50_year,79,100.7536,55.8435,31.1345,6.0317,710.4653
dry interior fire-adapted pine forest,extended_50_year,80,101.3725,55.8496,30.7075,5.9613,710.9337
dry interior fire-adapted pine forest,extended_50_year,81,101.9849,55.8558,30.2895,5.892,711.4146
dry interior fire-adapted pine forest,extended_50_year,82,102.5906,55.8618,29.88,5.8239,711.9065
dry interior fire-adapted pine forest,extended_50_year,83,103.1898,55.8678,29.4788,5.7568,712.4081
dry interior fire-adapted pine forest,extended_50_year,84,103.7823,55.8737,29.0855,5.6907,712.9181
dry interior fire-adapted pine forest,extended_50_year,85,104.3682,55.8796,28.6998,5.6257,713.4355
dry interior fire-adapted pine forest,extended_50_year,86,104.9475,55.8854,28.3215,5.5617,713.9591
dry interior fire-adapted pine forest,extended_50_year,87,105.5201,55.8911,27.9504,5.4987,714.488
dry interior fire-adapted pine forest,extended_50_year,88,106.0861,55.8968,27.5862,5.4367,715.0213
dry interior fire-adapted pine forest,extended_50_year,89,106.6455,55.9024,27.2288,5.3756,715.5581
dry interior fire-adapted pine forest,extended_50_year,90,107.1983,55.9079,26.8779,5.3154,716.0979
dry interior fire-adapted pine forest,extended_50_year,91,107.7444,55.9134,26.5333,5.2561,716.6397
dry interior fire-adapted pine forest,extended_50_year,92,108.2839,55.9188,26.195,5.1977,717.183
dry interior fire-adapted pine forest,extended_50_year,93,108.8169,55.9241,25.8627,5.1402,717.7271
dry interior fire-adapted pine forest,extended_50_year,94,109.3432,55.9293,25.5362,5.0835,718.2715
dry interior fire-adapted pine forest,extended_50_year,95,109.863,55.9345,25.2155,5.0276,718.8156
dry interior fire-adapted pine forest,extended_50_year,96,110.3763,55.9397,24.9003,4.9726,719.3589
dry interior fire-adapted pine forest,extended_50_year,97,110.883,55.9447,24.5906,4.9183,719.901
dry interior fire-adapted pine forest,extended_50_year,98,111.3832,55.9497,24.2862,4.8648,720.4413
dry interior fire-adapted pine forest,extended_50_year,99,111.877,55.9547,23.987,4.8121,720.9795
dry interior fire-adapted pine forest,extended_50_year,100,112.3643,55.9596,23.6928,4.7602,721.5151
dry interior fire-adapted pine forest,current_40_year,0,104.0,54.0,0.0,0.0,579.3333
dry interior fire-adapted pine forest,current_40_year,1,104.9691,54.0097,0.0,0.0,582.9224
dry interior fire-adapted pine forest,current_40_year,2,105.928,54.0193,0.0,0.0,586.4732
dry interior fire-adapted pine forest,current_40_year,3,106.8763,54.0288,0.0,0.0,589.9852
dry interior fire-adapted pine forest,current_40_year,4,107.814,54.0381,0.0,0.0,593.4579
dry interior fire-adapted pine forest,current_40_year,5,108.741,54.0474,0.0,0.0,596.8909
dry interior fire-adapted pine forest,current_40_year,6,109.6571,54.0566,0.0,0.0,600.2836
dry interior fire-adapted pine forest,current_40_year,7,110.5623,54.0656,0.0,0.0,603.6358
dry interior fire-adapted pine forest,current_40_year,8,111.4564,54.0746,0.0,0.0,606.947
dry interior fire-adapted pine forest,current_40_year,9,112.3394,54.0834,0.0,0.0,610.217
