shift,worker_id,sequence,event_type,point,point_no,cycle_minutes,depart_center,arrive_point,service_start,service_end,return_center,depart_minute,service_start_minute,return_minute,path_to,path_back,travel_minutes,service_minutes,note
B3:16:00-00:00,B3-W07,11,inspection,XJ-0014,14,35.0,21:27,21:36,21:36,21:39,21:48,1287.0,1296.0,1308.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W07,12,inspection,XJ-0005,5,720.0,21:52,22:00,22:00,22:02,22:10,1312.0,1320.0,1330.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005,XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W07,13,inspection,XJ-0021,21,80.0,22:15,22:17,22:17,22:20,22:22,1335.142857,1337.142857,1342.142857,XJ-0022->XJ-0021,XJ-0021->XJ-0022,4.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W07,14,inspection,XJ-0015,15,35.0,22:24,22:40,22:40,22:42,22:58,1344.0,1360.0,1378.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W07,15,inspection,XJ-0010,10,120.0,22:59,23:12,23:12,23:14,23:27,1379.0,1392.0,1407.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010,XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,26.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W07,16,inspection,XJ-0015,15,35.0,23:28,23:44,23:44,23:46,00:02,1408.0,1424.0,1442.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,1,inspection,XJ-0014,14,35.0,16:07,16:16,16:16,16:19,16:28,967.0,976.0,988.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,2,inspection,XJ-0018,18,35.0,16:30,16:48,16:48,16:50,17:08,990.0,1008.0,1028.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015->XJ-0018,XJ-0018->XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,36.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,3,inspection,XJ-0014,14,35.0,17:11,17:20,17:20,17:23,17:32,1031.0,1040.0,1052.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,4,inspection,XJ-0018,18,35.0,17:34,17:52,17:52,17:54,18:12,1054.0,1072.0,1092.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015->XJ-0018,XJ-0018->XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,36.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,5,inspection,XJ-0014,14,35.0,18:15,18:24,18:24,18:27,18:36,1095.0,1104.0,1116.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,6,inspection,XJ-0018,18,35.0,18:38,18:56,18:56,18:58,19:16,1118.0,1136.0,1156.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015->XJ-0018,XJ-0018->XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,36.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,7,inspection,XJ-0014,14,35.0,19:19,19:28,19:28,19:31,19:40,1159.0,1168.0,1180.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,8,inspection,XJ-0013,13,80.0,19:43,20:00,20:00,20:05,20:22,1183.0,1200.0,1222.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,9,inspection,XJ-0001,1,35.0,20:24,20:32,20:32,20:35,20:43,1224.0,1232.0,1243.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,10,inspection,XJ-0015,15,35.0,20:48,21:04,21:04,21:06,21:22,1248.0,1264.0,1282.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,11,inspection,XJ-0010,10,120.0,21:23,21:36,21:36,21:38,21:51,1283.0,1296.0,1311.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010,XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,26.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,12,inspection,XJ-0015,15,35.0,21:52,22:08,22:08,22:10,22:26,1312.0,1328.0,1346.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,13,inspection,XJ-0001,1,35.0,22:32,22:40,22:40,22:43,22:51,1352.0,1360.0,1371.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,14,inspection,XJ-0015,15,35.0,22:56,23:12,23:12,23:14,23:30,1376.0,1392.0,1410.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W08,15,inspection,XJ-0014,14,35.0,23:35,23:44,23:44,23:47,23:56,1415.0,1424.0,1436.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,1,inspection,XJ-0001,1,35.0,16:08,16:16,16:16,16:19,16:27,968.0,976.0,987.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,2,inspection,XJ-0015,15,35.0,16:32,16:48,16:48,16:50,17:06,992.0,1008.0,1026.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,3,inspection,XJ-0001,1,35.0,17:12,17:20,17:20,17:23,17:31,1032.0,1040.0,1051.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,4,inspection,XJ-0015,15,35.0,17:36,17:52,17:52,17:54,18:10,1056.0,1072.0,1090.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,5,inspection,XJ-0010,10,120.0,18:11,18:24,18:24,18:26,18:39,1091.0,1104.0,1119.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010,XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,26.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,6,inspection,XJ-0015,15,35.0,18:40,18:56,18:56,18:58,19:14,1120.0,1136.0,1154.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,7,inspection,XJ-0001,1,35.0,19:20,19:28,19:28,19:31,19:39,1160.0,1168.0,1179.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,8,inspection,XJ-0015,15,35.0,19:44,20:00,20:00,20:02,20:18,1184.0,1200.0,1218.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,9,inspection,XJ-0006,6,35.0,20:24,20:32,20:32,20:35,20:43,1224.0,1232.0,1243.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,10,inspection,XJ-0011,11,35.0,20:49,21:04,21:04,21:07,21:22,1249.0,1264.0,1282.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,11,inspection,XJ-0001,1,35.0,21:28,21:36,21:36,21:39,21:47,1288.0,1296.0,1307.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,12,inspection,XJ-0017,17,480.0,21:52,22:00,22:00,22:02,22:10,1312.0,1320.0,1330.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0017,XJ-0017->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,16.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,13,inspection,XJ-0011,11,35.0,22:25,22:40,22:40,22:43,22:58,1345.0,1360.0,1378.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,14,inspection,XJ-0001,1,35.0,23:04,23:12,23:12,23:15,23:23,1384.0,1392.0,1403.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,15,inspection,XJ-0021,21,80.0,23:24,23:26,23:26,23:29,23:31,1403.714286,1405.714286,1410.714286,XJ-0022->XJ-0021,XJ-0021->XJ-0022,4.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W09,16,inspection,XJ-0001,1,35.0,23:36,23:44,23:44,23:47,23:55,1416.0,1424.0,1435.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,1,inspection,XJ-0006,6,35.0,16:08,16:16,16:16,16:19,16:27,968.0,976.0,987.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,2,inspection,XJ-0021,21,80.0,16:32,16:34,16:34,16:37,16:39,992.285714,994.285714,999.285714,XJ-0022->XJ-0021,XJ-0021->XJ-0022,4.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,3,inspection,XJ-0001,1,35.0,16:40,16:48,16:48,16:51,16:59,1000.0,1008.0,1019.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,4,inspection,XJ-0011,11,35.0,17:05,17:20,17:20,17:23,17:38,1025.0,1040.0,1058.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,5,inspection,XJ-0002,2,50.0,17:43,17:49,17:49,17:51,17:57,1063.090909,1069.090909,1077.090909,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,6,inspection,XJ-0001,1,35.0,18:16,18:24,18:24,18:27,18:35,1096.0,1104.0,1115.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,7,inspection,XJ-0011,11,35.0,18:41,18:56,18:56,18:59,19:14,1121.0,1136.0,1154.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,8,inspection,XJ-0006,6,35.0,19:20,19:28,19:28,19:31,19:39,1160.0,1168.0,1179.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,9,inspection,XJ-0011,11,35.0,19:45,20:00,20:00,20:03,20:18,1185.0,1200.0,1218.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,10,inspection,XJ-0003,3,35.0,20:25,20:32,20:32,20:35,20:42,1225.0,1232.0,1242.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,11,inspection,XJ-0001,1,35.0,20:56,21:04,21:04,21:07,21:15,1256.0,1264.0,1275.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,12,inspection,XJ-0015,15,35.0,21:20,21:36,21:36,21:38,21:54,1280.0,1296.0,1314.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,13,inspection,XJ-0001,1,35.0,22:00,22:08,22:08,22:11,22:19,1320.0,1328.0,1339.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,14,inspection,XJ-0006,6,35.0,22:32,22:40,22:40,22:43,22:51,1352.0,1360.0,1371.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,15,inspection,XJ-0011,11,35.0,22:57,23:12,23:12,23:15,23:30,1377.0,1392.0,1410.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W10,16,inspection,XJ-0006,6,35.0,23:36,23:44,23:44,23:47,23:55,1416.0,1424.0,1435.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,1,inspection,XJ-0003,3,35.0,16:09,16:16,16:16,16:19,16:26,969.0,976.0,986.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,2,inspection,XJ-0011,11,35.0,16:33,16:48,16:48,16:51,17:06,993.0,1008.0,1026.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,3,inspection,XJ-0006,6,35.0,17:12,17:20,17:20,17:23,17:31,1032.0,1040.0,1051.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,4,inspection,XJ-0011,11,35.0,17:37,17:52,17:52,17:55,18:10,1057.0,1072.0,1090.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,5,inspection,XJ-0006,6,35.0,18:16,18:24,18:24,18:27,18:35,1096.0,1104.0,1115.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,6,inspection,XJ-0007,7,80.0,18:41,18:51,18:51,18:53,19:03,1121.428571,1131.428571,1143.428571,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005->XJ-0007,XJ-0007->XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,20.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,7,inspection,XJ-0011,11,35.0,19:13,19:28,19:28,19:31,19:46,1153.0,1168.0,1186.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,8,inspection,XJ-0014,14,35.0,19:51,20:00,20:00,20:03,20:12,1191.0,1200.0,1212.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,9,inspection,XJ-0011,11,35.0,20:17,20:32,20:32,20:35,20:50,1217.0,1232.0,1250.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,10,inspection,XJ-0006,6,35.0,20:56,21:04,21:04,21:07,21:15,1256.0,1264.0,1275.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,11,inspection,XJ-0011,11,35.0,21:21,21:36,21:36,21:39,21:54,1281.0,1296.0,1314.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,12,inspection,XJ-0006,6,35.0,22:00,22:08,22:08,22:11,22:19,1320.0,1328.0,1339.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,13,inspection,XJ-0003,3,35.0,22:33,22:40,22:40,22:43,22:50,1353.0,1360.0,1370.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,14,inspection,XJ-0006,6,35.0,23:04,23:12,23:12,23:15,23:23,1384.0,1392.0,1403.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W11,15,inspection,XJ-0011,11,35.0,23:29,23:44,23:44,23:47,00:02,1409.0,1424.0,1442.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,1,inspection,XJ-0009,9,35.0,16:12,16:16,16:16,16:20,16:24,972.0,976.0,984.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,2,inspection,XJ-0007,7,80.0,16:24,16:34,16:34,16:36,16:46,984.285714,994.285714,1006.285714,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005->XJ-0007,XJ-0007->XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,20.0,2.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,3,inspection,XJ-0023,23,35.0,16:47,16:48,16:48,16:51,16:52,1007.0,1008.0,1012.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,4,inspection,XJ-0003,3,35.0,17:13,17:20,17:20,17:23,17:30,1033.0,1040.0,1050.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,5,inspection,XJ-0001,1,35.0,17:44,17:52,17:52,17:55,18:03,1064.0,1072.0,1083.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,6,inspection,XJ-0003,3,35.0,18:17,18:24,18:24,18:27,18:34,1097.0,1104.0,1114.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,7,inspection,XJ-0013,13,80.0,18:34,18:51,18:51,18:56,19:13,1114.428571,1131.428571,1153.428571,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,8,inspection,XJ-0003,3,35.0,19:21,19:28,19:28,19:31,19:38,1161.0,1168.0,1178.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,9,inspection,XJ-0001,1,35.0,19:52,20:00,20:00,20:03,20:11,1192.0,1200.0,1211.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,10,inspection,XJ-0009,9,35.0,20:28,20:32,20:32,20:36,20:40,1228.0,1232.0,1240.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B3:16:00-00:00,B3-W12,11,inspection,XJ-0003,3,35.0,20:57,21:04,21:04,21:07,21:14,1257.0,1264.0,1274.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
