citizen_id,age,gender_group,education_level,workforce_group,household_type,innovation_role
8603,37,men,bachelor,scientists_and_engineers,family_with_children,producer
8604,44,nonbinary,graduate,care_education_civic,shared_household,producer
8605,51,women,secondary,food_and_resource_producers,single,producer
8606,58,men,technical,life_support_operators,couple_no_children,innovator
8607,28,nonbinary,bachelor,habitat_builders,family_with_children,producer
8608,35,women,graduate,scientists_and_engineers,shared_household,producer
8609,42,men,secondary,care_education_civic,single,producer
8610,49,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8611,56,women,bachelor,life_support_operators,family_with_children,innovator
8612,26,men,graduate,habitat_builders,shared_household,producer
8613,33,nonbinary,secondary,scientists_and_engineers,single,producer
8614,40,women,technical,care_education_civic,couple_no_children,producer
8615,47,men,bachelor,food_and_resource_producers,family_with_children,producer
8616,54,nonbinary,graduate,life_support_operators,shared_household,innovator
8617,24,women,secondary,habitat_builders,single,producer
8618,31,men,technical,scientists_and_engineers,couple_no_children,producer
8619,38,nonbinary,bachelor,care_education_civic,family_with_children,producer
8620,45,women,graduate,food_and_resource_producers,shared_household,producer
8621,52,men,secondary,life_support_operators,single,innovator
8622,22,nonbinary,technical,habitat_builders,couple_no_children,producer
8623,29,women,bachelor,scientists_and_engineers,family_with_children,producer
8624,36,men,graduate,care_education_civic,shared_household,producer
8625,43,nonbinary,secondary,food_and_resource_producers,single,producer
8626,50,women,technical,life_support_operators,couple_no_children,innovator
8627,57,men,bachelor,habitat_builders,family_with_children,producer
8628,27,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8629,34,women,secondary,care_education_civic,single,producer
8630,41,men,technical,food_and_resource_producers,couple_no_children,producer
8631,48,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8632,55,women,graduate,habitat_builders,shared_household,producer
8633,25,men,secondary,scientists_and_engineers,single,producer
8634,32,nonbinary,technical,care_education_civic,couple_no_children,producer
8635,39,women,bachelor,food_and_resource_producers,family_with_children,producer
8636,46,men,graduate,life_support_operators,shared_household,innovator
8637,53,nonbinary,secondary,habitat_builders,single,producer
8638,23,women,technical,scientists_and_engineers,couple_no_children,producer
8639,30,men,bachelor,care_education_civic,family_with_children,producer
8640,37,nonbinary,graduate,food_and_resource_producers,shared_household,producer
8641,44,women,secondary,life_support_operators,single,innovator
8642,51,men,technical,habitat_builders,couple_no_children,producer
8643,58,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
8644,28,women,graduate,care_education_civic,shared_household,producer
8645,35,men,secondary,food_and_resource_producers,single,producer
8646,42,nonbinary,technical,life_support_operators,couple_no_children,innovator
8647,49,women,bachelor,habitat_builders,family_with_children,producer
8648,56,men,graduate,scientists_and_engineers,shared_household,producer
8649,26,nonbinary,secondary,care_education_civic,single,producer
8650,33,women,technical,food_and_resource_producers,couple_no_children,producer
8651,40,men,bachelor,life_support_operators,family_with_children,innovator
8652,47,nonbinary,graduate,habitat_builders,shared_household,producer
8653,54,women,secondary,scientists_and_engineers,single,producer
8654,24,men,technical,care_education_civic,couple_no_children,producer
8655,31,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
8656,38,women,graduate,life_support_operators,shared_household,innovator
8657,45,men,secondary,habitat_builders,single,producer
8658,52,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
8659,22,women,bachelor,care_education_civic,family_with_children,producer
8660,29,men,graduate,food_and_resource_producers,shared_household,producer
8661,36,nonbinary,secondary,life_support_operators,single,innovator
8662,43,women,technical,habitat_builders,couple_no_children,producer
8663,50,men,bachelor,scientists_and_engineers,family_with_children,producer
8664,57,nonbinary,graduate,care_education_civic,shared_household,producer
8665,27,women,secondary,food_and_resource_producers,single,producer
8666,34,men,technical,life_support_operators,couple_no_children,innovator
8667,41,nonbinary,bachelor,habitat_builders,family_with_children,producer
8668,48,women,graduate,scientists_and_engineers,shared_household,producer
8669,55,men,secondary,care_education_civic,single,producer
8670,25,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8671,32,women,bachelor,life_support_operators,family_with_children,innovator
8672,39,men,graduate,habitat_builders,shared_household,producer
8673,46,nonbinary,secondary,scientists_and_engineers,single,producer
8674,53,women,technical,care_education_civic,couple_no_children,producer
8675,23,men,bachelor,food_and_resource_producers,family_with_children,producer
8676,30,nonbinary,graduate,life_support_operators,shared_household,innovator
8677,37,women,secondary,habitat_builders,single,producer
8678,44,men,technical,scientists_and_engineers,couple_no_children,producer
8679,51,nonbinary,bachelor,care_education_civic,family_with_children,producer
8680,58,women,graduate,food_and_resource_producers,shared_household,producer
8681,28,men,secondary,life_support_operators,single,innovator
8682,35,nonbinary,technical,habitat_builders,couple_no_children,producer
8683,42,women,bachelor,scientists_and_engineers,family_with_children,producer
8684,49,men,graduate,care_education_civic,shared_household,producer
8685,56,nonbinary,secondary,food_and_resource_producers,single,producer
8686,26,women,technical,life_support_operators,couple_no_children,innovator
8687,33,men,bachelor,habitat_builders,family_with_children,producer
8688,40,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8689,47,women,secondary,care_education_civic,single,producer
8690,54,men,technical,food_and_resource_producers,couple_no_children,producer
8691,24,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8692,31,women,graduate,habitat_builders,shared_household,producer
8693,38,men,secondary,scientists_and_engineers,single,producer
8694,45,nonbinary,technical,care_education_civic,couple_no_children,producer
8695,52,women,bachelor,food_and_resource_producers,family_with_children,producer
8696,22,men,graduate,life_support_operators,shared_household,innovator
8697,29,nonbinary,secondary,habitat_builders,single,producer
8698,36,women,technical,scientists_and_engineers,couple_no_children,producer
8699,43,men,bachelor,care_education_civic,family_with_children,producer
8700,50,nonbinary,graduate,food_and_resource_producers,shared_household,producer
8701,57,women,secondary,life_support_operators,single,innovator
8702,27,men,technical,habitat_builders,couple_no_children,producer
8703,34,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
8704,41,women,graduate,care_education_civic,shared_household,producer
8705,48,men,secondary,food_and_resource_producers,single,producer
8706,55,nonbinary,technical,life_support_operators,couple_no_children,innovator
8707,25,women,bachelor,habitat_builders,family_with_children,producer
8708,32,men,graduate,scientists_and_engineers,shared_household,producer
8709,39,nonbinary,secondary,care_education_civic,single,producer
8710,46,women,technical,food_and_resource_producers,couple_no_children,producer
8711,53,men,bachelor,life_support_operators,family_with_children,innovator
8712,23,nonbinary,graduate,habitat_builders,shared_household,producer
8713,30,women,secondary,scientists_and_engineers,single,producer
8714,37,men,technical,care_education_civic,couple_no_children,producer
8715,44,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
8716,51,women,graduate,life_support_operators,shared_household,innovator
8717,58,men,secondary,habitat_builders,single,producer
8718,28,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
8719,35,women,bachelor,care_education_civic,family_with_children,producer
8720,42,men,graduate,food_and_resource_producers,shared_household,producer
8721,49,nonbinary,secondary,life_support_operators,single,innovator
8722,56,women,technical,habitat_builders,couple_no_children,producer
8723,26,men,bachelor,scientists_and_engineers,family_with_children,producer
8724,33,nonbinary,graduate,care_education_civic,shared_household,producer
8725,40,women,secondary,food_and_resource_producers,single,producer
8726,47,men,technical,life_support_operators,couple_no_children,innovator
8727,54,nonbinary,bachelor,habitat_builders,family_with_children,producer
8728,24,women,graduate,scientists_and_engineers,shared_household,producer
8729,31,men,secondary,care_education_civic,single,producer
8730,38,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8731,45,women,bachelor,life_support_operators,family_with_children,innovator
8732,52,men,graduate,habitat_builders,shared_household,producer
8733,22,nonbinary,secondary,scientists_and_engineers,single,producer
8734,29,women,technical,care_education_civic,couple_no_children,producer
8735,36,men,bachelor,food_and_resource_producers,family_with_children,producer
8736,43,nonbinary,graduate,life_support_operators,shared_household,innovator
8737,50,women,secondary,habitat_builders,single,producer
8738,57,men,technical,scientists_and_engineers,couple_no_children,producer
8739,27,nonbinary,bachelor,care_education_civic,family_with_children,producer
8740,34,women,graduate,food_and_resource_producers,shared_household,producer
8741,41,men,secondary,life_support_operators,single,innovator
8742,48,nonbinary,technical,habitat_builders,couple_no_children,producer
8743,55,women,bachelor,scientists_and_engineers,family_with_children,producer
8744,25,men,graduate,care_education_civic,shared_household,producer
8745,32,nonbinary,secondary,food_and_resource_producers,single,producer
8746,39,women,technical,life_support_operators,couple_no_children,innovator
8747,46,men,bachelor,habitat_builders,family_with_children,producer
8748,53,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8749,23,women,secondary,care_education_civic,single,producer
8750,30,men,technical,food_and_resource_producers,couple_no_children,producer
8751,37,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8752,44,women,graduate,habitat_builders,shared_household,producer
8753,51,men,secondary,scientists_and_engineers,single,producer
8754,58,nonbinary,technical,care_education_civic,couple_no_children,producer
8755,28,women,bachelor,food_and_resource_producers,family_with_children,producer
8756,35,men,graduate,life_support_operators,shared_household,innovator
8757,42,nonbinary,secondary,habitat_builders,single,producer
8758,49,women,technical,scientists_and_engineers,couple_no_children,producer
8759,56,men,bachelor,care_education_civic,family_with_children,producer
8760,26,nonbinary,graduate,food_and_resource_producers,shared_household,producer
8761,33,women,secondary,life_support_operators,single,innovator
8762,40,men,technical,habitat_builders,couple_no_children,producer
8763,47,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
8764,54,women,graduate,care_education_civic,shared_household,producer
8765,24,men,secondary,food_and_resource_producers,single,producer
8766,31,nonbinary,technical,life_support_operators,couple_no_children,innovator
8767,38,women,bachelor,habitat_builders,family_with_children,producer
8768,45,men,graduate,scientists_and_engineers,shared_household,producer
8769,52,nonbinary,secondary,care_education_civic,single,producer
8770,22,women,technical,food_and_resource_producers,couple_no_children,producer
8771,29,men,bachelor,life_support_operators,family_with_children,innovator
8772,36,nonbinary,graduate,habitat_builders,shared_household,producer
8773,43,women,secondary,scientists_and_engineers,single,producer
8774,50,men,technical,care_education_civic,couple_no_children,producer
8775,57,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
8776,27,women,graduate,life_support_operators,shared_household,innovator
8777,34,men,secondary,habitat_builders,single,producer
8778,41,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
8779,48,women,bachelor,care_education_civic,family_with_children,producer
8780,55,men,graduate,food_and_resource_producers,shared_household,producer
8781,25,nonbinary,secondary,life_support_operators,single,innovator
8782,32,women,technical,habitat_builders,couple_no_children,producer
8783,39,men,bachelor,scientists_and_engineers,family_with_children,producer
8784,46,nonbinary,graduate,care_education_civic,shared_household,producer
8785,53,women,secondary,food_and_resource_producers,single,producer
8786,23,men,technical,life_support_operators,couple_no_children,innovator
8787,30,nonbinary,bachelor,habitat_builders,family_with_children,producer
8788,37,women,graduate,scientists_and_engineers,shared_household,producer
8789,44,men,secondary,care_education_civic,single,producer
8790,51,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8791,58,women,bachelor,life_support_operators,family_with_children,innovator
8792,28,men,graduate,habitat_builders,shared_household,producer
8793,35,nonbinary,secondary,scientists_and_engineers,single,producer
8794,42,women,technical,care_education_civic,couple_no_children,producer
8795,49,men,bachelor,food_and_resource_producers,family_with_children,producer
8796,56,nonbinary,graduate,life_support_operators,shared_household,innovator
8797,26,women,secondary,habitat_builders,single,producer
8798,33,men,technical,scientists_and_engineers,couple_no_children,producer
8799,40,nonbinary,bachelor,care_education_civic,family_with_children,producer
8800,47,women,graduate,food_and_resource_producers,shared_household,producer
8801,54,men,secondary,life_support_operators,single,innovator
8802,24,nonbinary,technical,habitat_builders,couple_no_children,producer
8803,31,women,bachelor,scientists_and_engineers,family_with_children,producer
8804,38,men,graduate,care_education_civic,shared_household,producer
8805,45,nonbinary,secondary,food_and_resource_producers,single,producer
8806,52,women,technical,life_support_operators,couple_no_children,innovator
8807,22,men,bachelor,habitat_builders,family_with_children,producer
8808,29,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8809,36,women,secondary,care_education_civic,single,producer
8810,43,men,technical,food_and_resource_producers,couple_no_children,producer
8811,50,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8812,57,women,graduate,habitat_builders,shared_household,producer
8813,27,men,secondary,scientists_and_engineers,single,producer
8814,34,nonbinary,technical,care_education_civic,couple_no_children,producer
8815,41,women,bachelor,food_and_resource_producers,family_with_children,producer
8816,48,men,graduate,life_support_operators,shared_household,innovator
8817,55,nonbinary,secondary,habitat_builders,single,producer
8818,25,women,technical,scientists_and_engineers,couple_no_children,producer
8819,32,men,bachelor,care_education_civic,family_with_children,producer
8820,39,nonbinary,graduate,food_and_resource_producers,shared_household,producer
8821,46,women,secondary,life_support_operators,single,innovator
8822,53,men,technical,habitat_builders,couple_no_children,producer
8823,23,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
8824,30,women,graduate,care_education_civic,shared_household,producer
8825,37,men,secondary,food_and_resource_producers,single,producer
8826,44,nonbinary,technical,life_support_operators,couple_no_children,innovator
8827,51,women,bachelor,habitat_builders,family_with_children,producer
8828,58,men,graduate,scientists_and_engineers,shared_household,producer
8829,28,nonbinary,secondary,care_education_civic,single,producer
8830,35,women,technical,food_and_resource_producers,couple_no_children,producer
8831,42,men,bachelor,life_support_operators,family_with_children,innovator
8832,49,nonbinary,graduate,habitat_builders,shared_household,producer
8833,56,women,secondary,scientists_and_engineers,single,producer
8834,26,men,technical,care_education_civic,couple_no_children,producer
8835,33,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
8836,40,women,graduate,life_support_operators,shared_household,innovator
8837,47,men,secondary,habitat_builders,single,producer
8838,54,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
8839,24,women,bachelor,care_education_civic,family_with_children,producer
8840,31,men,graduate,food_and_resource_producers,shared_household,producer
8841,38,nonbinary,secondary,life_support_operators,single,innovator
8842,45,women,technical,habitat_builders,couple_no_children,producer
8843,52,men,bachelor,scientists_and_engineers,family_with_children,producer
8844,22,nonbinary,graduate,care_education_civic,shared_household,producer
8845,29,women,secondary,food_and_resource_producers,single,producer
8846,36,men,technical,life_support_operators,couple_no_children,innovator
8847,43,nonbinary,bachelor,habitat_builders,family_with_children,producer
8848,50,women,graduate,scientists_and_engineers,shared_household,producer
8849,57,men,secondary,care_education_civic,single,producer
8850,27,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8851,34,women,bachelor,life_support_operators,family_with_children,innovator
8852,41,men,graduate,habitat_builders,shared_household,producer
8853,48,nonbinary,secondary,scientists_and_engineers,single,producer
8854,55,women,technical,care_education_civic,couple_no_children,producer
8855,25,men,bachelor,food_and_resource_producers,family_with_children,producer
8856,32,nonbinary,graduate,life_support_operators,shared_household,innovator
8857,39,women,secondary,habitat_builders,single,producer
8858,46,men,technical,scientists_and_engineers,couple_no_children,producer
8859,53,nonbinary,bachelor,care_education_civic,family_with_children,producer
8860,23,women,graduate,food_and_resource_producers,shared_household,producer
8861,30,men,secondary,life_support_operators,single,innovator
8862,37,nonbinary,technical,habitat_builders,couple_no_children,producer
8863,44,women,bachelor,scientists_and_engineers,family_with_children,producer
8864,51,men,graduate,care_education_civic,shared_household,producer
8865,58,nonbinary,secondary,food_and_resource_producers,single,producer
8866,28,women,technical,life_support_operators,couple_no_children,innovator
8867,35,men,bachelor,habitat_builders,family_with_children,producer
8868,42,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8869,49,women,secondary,care_education_civic,single,producer
8870,56,men,technical,food_and_resource_producers,couple_no_children,producer
8871,26,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8872,33,women,graduate,habitat_builders,shared_household,producer
8873,40,men,secondary,scientists_and_engineers,single,producer
8874,47,nonbinary,technical,care_education_civic,couple_no_children,producer
8875,54,women,bachelor,food_and_resource_producers,family_with_children,producer
8876,24,men,graduate,life_support_operators,shared_household,innovator
8877,31,nonbinary,secondary,habitat_builders,single,producer
8878,38,women,technical,scientists_and_engineers,couple_no_children,producer
8879,45,men,bachelor,care_education_civic,family_with_children,producer
8880,52,nonbinary,graduate,food_and_resource_producers,shared_household,producer
8881,22,women,secondary,life_support_operators,single,innovator
8882,29,men,technical,habitat_builders,couple_no_children,producer
8883,36,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
8884,43,women,graduate,care_education_civic,shared_household,producer
8885,50,men,secondary,food_and_resource_producers,single,producer
8886,57,nonbinary,technical,life_support_operators,couple_no_children,innovator
8887,27,women,bachelor,habitat_builders,family_with_children,producer
8888,34,men,graduate,scientists_and_engineers,shared_household,producer
8889,41,nonbinary,secondary,care_education_civic,single,producer
8890,48,women,technical,food_and_resource_producers,couple_no_children,producer
8891,55,men,bachelor,life_support_operators,family_with_children,innovator
8892,25,nonbinary,graduate,habitat_builders,shared_household,producer
8893,32,women,secondary,scientists_and_engineers,single,producer
8894,39,men,technical,care_education_civic,couple_no_children,producer
8895,46,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
8896,53,women,graduate,life_support_operators,shared_household,innovator
8897,23,men,secondary,habitat_builders,single,producer
8898,30,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
8899,37,women,bachelor,care_education_civic,family_with_children,producer
8900,44,men,graduate,food_and_resource_producers,shared_household,producer
8901,51,nonbinary,secondary,life_support_operators,single,innovator
8902,58,women,technical,habitat_builders,couple_no_children,producer
8903,28,men,bachelor,scientists_and_engineers,family_with_children,producer
8904,35,nonbinary,graduate,care_education_civic,shared_household,producer
8905,42,women,secondary,food_and_resource_producers,single,producer
8906,49,men,technical,life_support_operators,couple_no_children,innovator
8907,56,nonbinary,bachelor,habitat_builders,family_with_children,producer
8908,26,women,graduate,scientists_and_engineers,shared_household,producer
8909,33,men,secondary,care_education_civic,single,producer
8910,40,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8911,47,women,bachelor,life_support_operators,family_with_children,innovator
8912,54,men,graduate,habitat_builders,shared_household,producer
8913,24,nonbinary,secondary,scientists_and_engineers,single,producer
8914,31,women,technical,care_education_civic,couple_no_children,producer
8915,38,men,bachelor,food_and_resource_producers,family_with_children,producer
8916,45,nonbinary,graduate,life_support_operators,shared_household,innovator
8917,52,women,secondary,habitat_builders,single,producer
8918,22,men,technical,scientists_and_engineers,couple_no_children,producer
8919,29,nonbinary,bachelor,care_education_civic,family_with_children,producer
8920,36,women,graduate,food_and_resource_producers,shared_household,producer
8921,43,men,secondary,life_support_operators,single,innovator
8922,50,nonbinary,technical,habitat_builders,couple_no_children,producer
8923,57,women,bachelor,scientists_and_engineers,family_with_children,producer
8924,27,men,graduate,care_education_civic,shared_household,producer
8925,34,nonbinary,secondary,food_and_resource_producers,single,producer
8926,41,women,technical,life_support_operators,couple_no_children,innovator
8927,48,men,bachelor,habitat_builders,family_with_children,producer
8928,55,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8929,25,women,secondary,care_education_civic,single,producer
8930,32,men,technical,food_and_resource_producers,couple_no_children,producer
8931,39,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8932,46,women,graduate,habitat_builders,shared_household,producer
8933,53,men,secondary,scientists_and_engineers,single,producer
8934,23,nonbinary,technical,care_education_civic,couple_no_children,producer
8935,30,women,bachelor,food_and_resource_producers,family_with_children,producer
8936,37,men,graduate,life_support_operators,shared_household,innovator
8937,44,nonbinary,secondary,habitat_builders,single,producer
8938,51,women,technical,scientists_and_engineers,couple_no_children,producer
8939,58,men,bachelor,care_education_civic,family_with_children,producer
8940,28,nonbinary,graduate,food_and_resource_producers,shared_household,producer
8941,35,women,secondary,life_support_operators,single,innovator
8942,42,men,technical,habitat_builders,couple_no_children,producer
8943,49,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
8944,56,women,graduate,care_education_civic,shared_household,producer
8945,26,men,secondary,food_and_resource_producers,single,producer
8946,33,nonbinary,technical,life_support_operators,couple_no_children,innovator
8947,40,women,bachelor,habitat_builders,family_with_children,producer
8948,47,men,graduate,scientists_and_engineers,shared_household,producer
8949,54,nonbinary,secondary,care_education_civic,single,producer
8950,24,women,technical,food_and_resource_producers,couple_no_children,producer
8951,31,men,bachelor,life_support_operators,family_with_children,innovator
8952,38,nonbinary,graduate,habitat_builders,shared_household,producer
8953,45,women,secondary,scientists_and_engineers,single,producer
8954,52,men,technical,care_education_civic,couple_no_children,producer
8955,22,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
8956,29,women,graduate,life_support_operators,shared_household,innovator
8957,36,men,secondary,habitat_builders,single,producer
8958,43,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
8959,50,women,bachelor,care_education_civic,family_with_children,producer
8960,57,men,graduate,food_and_resource_producers,shared_household,producer
8961,27,nonbinary,secondary,life_support_operators,single,innovator
8962,34,women,technical,habitat_builders,couple_no_children,producer
8963,41,men,bachelor,scientists_and_engineers,family_with_children,producer
8964,48,nonbinary,graduate,care_education_civic,shared_household,producer
8965,55,women,secondary,food_and_resource_producers,single,producer
8966,25,men,technical,life_support_operators,couple_no_children,innovator
8967,32,nonbinary,bachelor,habitat_builders,family_with_children,producer
8968,39,women,graduate,scientists_and_engineers,shared_household,producer
8969,46,men,secondary,care_education_civic,single,producer
8970,53,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
8971,23,women,bachelor,life_support_operators,family_with_children,innovator
8972,30,men,graduate,habitat_builders,shared_household,producer
8973,37,nonbinary,secondary,scientists_and_engineers,single,producer
8974,44,women,technical,care_education_civic,couple_no_children,producer
8975,51,men,bachelor,food_and_resource_producers,family_with_children,producer
8976,58,nonbinary,graduate,life_support_operators,shared_household,innovator
8977,28,women,secondary,habitat_builders,single,producer
8978,35,men,technical,scientists_and_engineers,couple_no_children,producer
8979,42,nonbinary,bachelor,care_education_civic,family_with_children,producer
8980,49,women,graduate,food_and_resource_producers,shared_household,producer
8981,56,men,secondary,life_support_operators,single,innovator
8982,26,nonbinary,technical,habitat_builders,couple_no_children,producer
8983,33,women,bachelor,scientists_and_engineers,family_with_children,producer
8984,40,men,graduate,care_education_civic,shared_household,producer
8985,47,nonbinary,secondary,food_and_resource_producers,single,producer
8986,54,women,technical,life_support_operators,couple_no_children,innovator
8987,24,men,bachelor,habitat_builders,family_with_children,producer
8988,31,nonbinary,graduate,scientists_and_engineers,shared_household,producer
8989,38,women,secondary,care_education_civic,single,producer
8990,45,men,technical,food_and_resource_producers,couple_no_children,producer
8991,52,nonbinary,bachelor,life_support_operators,family_with_children,innovator
8992,22,women,graduate,habitat_builders,shared_household,producer
8993,29,men,secondary,scientists_and_engineers,single,producer
8994,36,nonbinary,technical,care_education_civic,couple_no_children,producer
8995,43,women,bachelor,food_and_resource_producers,family_with_children,producer
8996,50,men,graduate,life_support_operators,shared_household,innovator
8997,57,nonbinary,secondary,habitat_builders,single,producer
8998,27,women,technical,scientists_and_engineers,couple_no_children,producer
8999,34,men,bachelor,care_education_civic,family_with_children,producer
9000,41,nonbinary,graduate,food_and_resource_producers,shared_household,producer
9001,48,women,secondary,life_support_operators,single,innovator
9002,55,men,technical,habitat_builders,couple_no_children,producer
9003,25,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
9004,32,women,graduate,care_education_civic,shared_household,producer
9005,39,men,secondary,food_and_resource_producers,single,producer
9006,46,nonbinary,technical,life_support_operators,couple_no_children,innovator
9007,53,women,bachelor,habitat_builders,family_with_children,producer
9008,23,men,graduate,scientists_and_engineers,shared_household,producer
9009,30,nonbinary,secondary,care_education_civic,single,producer
9010,37,women,technical,food_and_resource_producers,couple_no_children,producer
9011,44,men,bachelor,life_support_operators,family_with_children,innovator
9012,51,nonbinary,graduate,habitat_builders,shared_household,producer
9013,58,women,secondary,scientists_and_engineers,single,producer
9014,28,men,technical,care_education_civic,couple_no_children,producer
9015,35,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
9016,42,women,graduate,life_support_operators,shared_household,innovator
9017,49,men,secondary,habitat_builders,single,producer
9018,56,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
9019,26,women,bachelor,care_education_civic,family_with_children,producer
9020,33,men,graduate,food_and_resource_producers,shared_household,producer
9021,40,nonbinary,secondary,life_support_operators,single,innovator
9022,47,women,technical,habitat_builders,couple_no_children,producer
9023,54,men,bachelor,scientists_and_engineers,family_with_children,producer
9024,24,nonbinary,graduate,care_education_civic,shared_household,producer
9025,31,women,secondary,food_and_resource_producers,single,producer
9026,38,men,technical,life_support_operators,couple_no_children,innovator
9027,45,nonbinary,bachelor,habitat_builders,family_with_children,producer
9028,52,women,graduate,scientists_and_engineers,shared_household,producer
9029,22,men,secondary,care_education_civic,single,producer
9030,29,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
9031,36,women,bachelor,life_support_operators,family_with_children,innovator
9032,43,men,graduate,habitat_builders,shared_household,producer
9033,50,nonbinary,secondary,scientists_and_engineers,single,producer
9034,57,women,technical,care_education_civic,couple_no_children,producer
9035,27,men,bachelor,food_and_resource_producers,family_with_children,producer
9036,34,nonbinary,graduate,life_support_operators,shared_household,innovator
9037,41,women,secondary,habitat_builders,single,producer
9038,48,men,technical,scientists_and_engineers,couple_no_children,producer
9039,55,nonbinary,bachelor,care_education_civic,family_with_children,producer
9040,25,women,graduate,food_and_resource_producers,shared_household,producer
9041,32,men,secondary,life_support_operators,single,innovator
9042,39,nonbinary,technical,habitat_builders,couple_no_children,producer
9043,46,women,bachelor,scientists_and_engineers,family_with_children,producer
9044,53,men,graduate,care_education_civic,shared_household,producer
9045,23,nonbinary,secondary,food_and_resource_producers,single,producer
9046,30,women,technical,life_support_operators,couple_no_children,innovator
9047,37,men,bachelor,habitat_builders,family_with_children,producer
9048,44,nonbinary,graduate,scientists_and_engineers,shared_household,producer
9049,51,women,secondary,care_education_civic,single,producer
9050,58,men,technical,food_and_resource_producers,couple_no_children,producer
9051,28,nonbinary,bachelor,life_support_operators,family_with_children,innovator
9052,35,women,graduate,habitat_builders,shared_household,producer
9053,42,men,secondary,scientists_and_engineers,single,producer
9054,49,nonbinary,technical,care_education_civic,couple_no_children,producer
9055,56,women,bachelor,food_and_resource_producers,family_with_children,producer
9056,26,men,graduate,life_support_operators,shared_household,innovator
9057,33,nonbinary,secondary,habitat_builders,single,producer
9058,40,women,technical,scientists_and_engineers,couple_no_children,producer
9059,47,men,bachelor,care_education_civic,family_with_children,producer
9060,54,nonbinary,graduate,food_and_resource_producers,shared_household,producer
9061,24,women,secondary,life_support_operators,single,innovator
9062,31,men,technical,habitat_builders,couple_no_children,producer
9063,38,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
9064,45,women,graduate,care_education_civic,shared_household,producer
9065,52,men,secondary,food_and_resource_producers,single,producer
9066,22,nonbinary,technical,life_support_operators,couple_no_children,innovator
9067,29,women,bachelor,habitat_builders,family_with_children,producer
9068,36,men,graduate,scientists_and_engineers,shared_household,producer
9069,43,nonbinary,secondary,care_education_civic,single,producer
9070,50,women,technical,food_and_resource_producers,couple_no_children,producer
9071,57,men,bachelor,life_support_operators,family_with_children,innovator
9072,27,nonbinary,graduate,habitat_builders,shared_household,producer
9073,34,women,secondary,scientists_and_engineers,single,producer
9074,41,men,technical,care_education_civic,couple_no_children,producer
9075,48,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
9076,55,women,graduate,life_support_operators,shared_household,innovator
9077,25,men,secondary,habitat_builders,single,producer
9078,32,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
9079,39,women,bachelor,care_education_civic,family_with_children,producer
9080,46,men,graduate,food_and_resource_producers,shared_household,producer
9081,53,nonbinary,secondary,life_support_operators,single,innovator
9082,23,women,technical,habitat_builders,couple_no_children,producer
9083,30,men,bachelor,scientists_and_engineers,family_with_children,producer
9084,37,nonbinary,graduate,care_education_civic,shared_household,producer
9085,44,women,secondary,food_and_resource_producers,single,producer
9086,51,men,technical,life_support_operators,couple_no_children,innovator
9087,58,nonbinary,bachelor,habitat_builders,family_with_children,producer
