component,kind,units,year,month,month_name,date,value
Lake Ontario,level_m,meters,2005,2,Feb,2005-02-01,74.85
Lake Ontario,level_m,meters,2005,3,Mar,2005-03-01,74.84
Lake Ontario,level_m,meters,2005,4,Apr,2005-04-01,75.03
Lake Ontario,level_m,meters,2005,5,May,2005-05-01,75.11
Lake Ontario,level_m,meters,2005,6,Jun,2005-06-01,75.02
Lake Ontario,level_m,meters,2005,7,Jul,2005-07-01,74.94
Lake Ontario,level_m,meters,2005,8,Aug,2005-08-01,74.79
Lake Ontario,level_m,meters,2005,9,Sep,2005-09-01,74.69
Lake Ontario,level_m,meters,2005,10,Oct,2005-10-01,74.6
Lake Ontario,level_m,meters,2005,11,Nov,2005-11-01,74.58
Lake Ontario,level_m,meters,2005,12,Dec,2005-12-01,74.55
Lake Ontario,level_m,meters,2006,1,Jan,2006-01-01,74.63
Lake Ontario,level_m,meters,2006,2,Feb,2006-02-01,74.86
Lake Ontario,level_m,meters,2006,3,Mar,2006-03-01,74.82
Lake Ontario,level_m,meters,2006,4,Apr,2006-04-01,74.83
Lake Ontario,level_m,meters,2006,5,May,2006-05-01,74.84
Lake Ontario,level_m,meters,2006,6,Jun,2006-06-01,74.89
Lake Ontario,level_m,meters,2006,7,Jul,2006-07-01,74.98
Lake Ontario,level_m,meters,2006,8,Aug,2006-08-01,74.95
Lake Ontario,level_m,meters,2006,9,Sep,2006-09-01,74.81
Lake Ontario,level_m,meters,2006,10,Oct,2006-10-01,74.74
Lake Ontario,level_m,meters,2006,11,Nov,2006-11-01,74.79
Lake Ontario,level_m,meters,2006,12,Dec,2006-12-01,74.83
Lake Ontario,level_m,meters,2007,1,Jan,2007-01-01,74.98
Lake Ontario,level_m,meters,2007,2,Feb,2007-02-01,74.97
Lake Ontario,level_m,meters,2007,3,Mar,2007-03-01,74.85
Lake Ontario,level_m,meters,2007,4,Apr,2007-04-01,75.01
Lake Ontario,level_m,meters,2007,5,May,2007-05-01,75.05
Lake Ontario,level_m,meters,2007,6,Jun,2007-06-01,74.98
Lake Ontario,level_m,meters,2007,7,Jul,2007-07-01,74.86
Lake Ontario,level_m,meters,2007,8,Aug,2007-08-01,74.71
Lake Ontario,level_m,meters,2007,9,Sep,2007-09-01,74.56
Lake Ontario,level_m,meters,2007,10,Oct,2007-10-01,74.42
Lake Ontario,level_m,meters,2007,11,Nov,2007-11-01,74.31
Lake Ontario,level_m,meters,2007,12,Dec,2007-12-01,74.32
Lake Ontario,level_m,meters,2008,1,Jan,2008-01-01,74.56
Lake Ontario,level_m,meters,2008,2,Feb,2008-02-01,74.75
Lake Ontario,level_m,meters,2008,3,Mar,2008-03-01,74.87
Lake Ontario,level_m,meters,2008,4,Apr,2008-04-01,75.18
Lake Ontario,level_m,meters,2008,5,May,2008-05-01,75.3
Lake Ontario,level_m,meters,2008,6,Jun,2008-06-01,75.19
Lake Ontario,level_m,meters,2008,7,Jul,2008-07-01,75.12
Lake Ontario,level_m,meters,2008,8,Aug,2008-08-01,75.06
Lake Ontario,level_m,meters,2008,9,Sep,2008-09-01,74.81
Lake Ontario,level_m,meters,2008,10,Oct,2008-10-01,74.6
Lake Ontario,level_m,meters,2008,11,Nov,2008-11-01,74.51
Lake Ontario,level_m,meters,2008,12,Dec,2008-12-01,74.55
Lake Ontario,level_m,meters,2009,1,Jan,2009-01-01,74.76
Lake Ontario,level_m,meters,2009,2,Feb,2009-02-01,74.82
Lake Ontario,level_m,meters,2009,3,Mar,2009-03-01,74.92
Lake Ontario,level_m,meters,2009,4,Apr,2009-04-01,75.12
Lake Ontario,level_m,meters,2009,5,May,2009-05-01,75.19
Lake Ontario,level_m,meters,2009,6,Jun,2009-06-01,75.16
Lake Ontario,level_m,meters,2009,7,Jul,2009-07-01,75.12
Lake Ontario,level_m,meters,2009,8,Aug,2009-08-01,75.03
Lake Ontario,level_m,meters,2009,9,Sep,2009-09-01,74.78
Lake Ontario,level_m,meters,2009,10,Oct,2009-10-01,74.6
Lake Ontario,level_m,meters,2009,11,Nov,2009-11-01,74.5
Lake Ontario,level_m,meters,2009,12,Dec,2009-12-01,74.48
Lake Ontario,level_m,meters,2010,1,Jan,2010-01-01,74.51
Lake Ontario,level_m,meters,2010,2,Feb,2010-02-01,74.54
Lake Ontario,level_m,meters,2010,3,Mar,2010-03-01,74.55
Lake Ontario,level_m,meters,2010,4,Apr,2010-04-01,74.66
Lake Ontario,level_m,meters,2010,5,May,2010-05-01,74.71
Lake Ontario,level_m,meters,2010,6,Jun,2010-06-01,74.85
Lake Ontario,level_m,meters,2010,7,Jul,2010-07-01,74.97
Lake Ontario,level_m,meters,2010,8,Aug,2010-08-01,74.9
Lake Ontario,level_m,meters,2010,9,Sep,2010-09-01,74.72
Lake Ontario,level_m,meters,2010,10,Oct,2010-10-01,74.61
Lake Ontario,level_m,meters,2010,11,Nov,2010-11-01,74.5
Lake Ontario,level_m,meters,2010,12,Dec,2010-12-01,74.52
Lake Ontario,level_m,meters,2011,1,Jan,2011-01-01,74.49
Lake Ontario,level_m,meters,2011,2,Feb,2011-02-01,74.41
Lake Ontario,level_m,meters,2011,3,Mar,2011-03-01,74.61
Lake Ontario,level_m,meters,2011,4,Apr,2011-04-01,74.85
Lake Ontario,level_m,meters,2011,5,May,2011-05-01,75.23
Lake Ontario,level_m,meters,2011,6,Jun,2011-06-01,75.33
Lake Ontario,level_m,meters,2011,7,Jul,2011-07-01,75.14
Lake Ontario,level_m,meters,2011,8,Aug,2011-08-01,74.94
Lake Ontario,level_m,meters,2011,9,Sep,2011-09-01,74.76
Lake Ontario,level_m,meters,2011,10,Oct,2011-10-01,74.66
Lake Ontario,level_m,meters,2011,11,Nov,2011-11-01,74.58
Lake Ontario,level_m,meters,2011,12,Dec,2011-12-01,74.62
Lake Ontario,level_m,meters,2012,1,Jan,2012-01-01,74.8
Lake Ontario,level_m,meters,2012,2,Feb,2012-02-01,74.99
Lake Ontario,level_m,meters,2012,3,Mar,2012-03-01,74.97
Lake Ontario,level_m,meters,2012,4,Apr,2012-04-01,74.92
Lake Ontario,level_m,meters,2012,5,May,2012-05-01,74.91
Lake Ontario,level_m,meters,2012,6,Jun,2012-06-01,74.9
Lake Ontario,level_m,meters,2012,7,Jul,2012-07-01,74.79
Lake Ontario,level_m,meters,2012,8,Aug,2012-08-01,74.65
Lake Ontario,level_m,meters,2012,9,Sep,2012-09-01,74.5
Lake Ontario,level_m,meters,2012,10,Oct,2012-10-01,74.34
Lake Ontario,level_m,meters,2012,11,Nov,2012-11-01,74.29
Lake Ontario,level_m,meters,2012,12,Dec,2012-12-01,74.28
Lake Ontario,level_m,meters,2013,1,Jan,2013-01-01,74.38
Lake Ontario,level_m,meters,2013,2,Feb,2013-02-01,74.52
Lake Ontario,level_m,meters,2013,3,Mar,2013-03-01,74.57
Lake Ontario,level_m,meters,2013,4,Apr,2013-04-01,74.72
Lake Ontario,level_m,meters,2013,5,May,2013-05-01,74.88
Lake Ontario,level_m,meters,2013,6,Jun,2013-06-01,75.1
Lake Ontario,level_m,meters,2013,7,Jul,2013-07-01,75.14
Lake Ontario,level_m,meters,2013,8,Aug,2013-08-01,74.99
Lake Ontario,level_m,meters,2013,9,Sep,2013-09-01,74.79
Lake Ontario,level_m,meters,2013,10,Oct,2013-10-01,74.64
Lake Ontario,level_m,meters,2013,11,Nov,2013-11-01,74.6
Lake Ontario,level_m,meters,2013,12,Dec,2013-12-01,74.53
Lake Ontario,level_m,meters,2014,1,Jan,2014-01-01,74.64
Lake Ontario,level_m,meters,2014,2,Feb,2014-02-01,74.61
Lake Ontario,level_m,meters,2014,3,Mar,2014-03-01,74.55
Lake Ontario,level_m,meters,2014,4,Apr,2014-04-01,74.83
Lake Ontario,level_m,meters,2014,5,May,2014-05-01,75.14
Lake Ontario,level_m,meters,2014,6,Jun,2014-06-01,75.17
Lake Ontario,level_m,meters,2014,7,Jul,2014-07-01,75.09
Lake Ontario,level_m,meters,2014,8,Aug,2014-08-01,74.96
Lake Ontario,level_m,meters,2014,9,Sep,2014-09-01,74.78
Lake Ontario,level_m,meters,2014,10,Oct,2014-10-01,74.59
Lake Ontario,level_m,meters,2014,11,Nov,2014-11-01,74.46
Lake Ontario,level_m,meters,2014,12,Dec,2014-12-01,74.46
Lake Ontario,level_m,meters,2015,1,Jan,2015-01-01,74.56
Lake Ontario,level_m,meters,2015,2,Feb,2015-02-01,74.5
Lake Ontario,level_m,meters,2015,3,Mar,2015-03-01,74.41
Lake Ontario,level_m,meters,2015,4,Apr,2015-04-01,74.62
Lake Ontario,level_m,meters,2015,5,May,2015-05-01,74.81
Lake Ontario,level_m,meters,2015,6,Jun,2015-06-01,75.02
Lake Ontario,level_m,meters,2015,7,Jul,2015-07-01,75.21
Lake Ontario,level_m,meters,2015,8,Aug,2015-08-01,75.11
Lake Ontario,level_m,meters,2015,9,Sep,2015-09-01,74.91
Lake Ontario,level_m,meters,2015,10,Oct,2015-10-01,74.67
Lake Ontario,level_m,meters,2015,11,Nov,2015-11-01,74.56
Lake Ontario,level_m,meters,2015,12,Dec,2015-12-01,74.47
Lake Ontario,level_m,meters,2016,1,Jan,2016-01-01,74.63
Lake Ontario,level_m,meters,2016,2,Feb,2016-02-01,74.82
Lake Ontario,level_m,meters,2016,3,Mar,2016-03-01,74.97
Lake Ontario,level_m,meters,2016,4,Apr,2016-04-01,75.11
Lake Ontario,level_m,meters,2016,5,May,2016-05-01,75.09
Lake Ontario,level_m,meters,2016,6,Jun,2016-06-01,75.02
Lake Ontario,level_m,meters,2016,7,Jul,2016-07-01,74.95
Lake Ontario,level_m,meters,2016,8,Aug,2016-08-01,74.84
Lake Ontario,level_m,meters,2016,9,Sep,2016-09-01,74.7
Lake Ontario,level_m,meters,2016,10,Oct,2016-10-01,74.54
Lake Ontario,level_m,meters,2016,11,Nov,2016-11-01,74.48
Lake Ontario,level_m,meters,2016,12,Dec,2016-12-01,74.46
Lake Ontario,level_m,meters,2017,1,Jan,2017-01-01,74.62
Lake Ontario,level_m,meters,2017,2,Feb,2017-02-01,74.82
Lake Ontario,level_m,meters,2017,3,Mar,2017-03-01,75.0
Lake Ontario,level_m,meters,2017,4,Apr,2017-04-01,75.35
Lake Ontario,level_m,meters,2017,5,May,2017-05-01,75.8
Lake Ontario,level_m,meters,2017,6,Jun,2017-06-01,75.81
Lake Ontario,level_m,meters,2017,7,Jul,2017-07-01,75.69
Lake Ontario,level_m,meters,2017,8,Aug,2017-08-01,75.43
Lake Ontario,level_m,meters,2017,9,Sep,2017-09-01,75.08
Lake Ontario,level_m,meters,2017,10,Oct,2017-10-01,74.86
Lake Ontario,level_m,meters,2017,11,Nov,2017-11-01,74.87
Lake Ontario,level_m,meters,2017,12,Dec,2017-12-01,74.77
Lake Ontario,level_m,meters,2018,1,Jan,2018-01-01,74.83
Lake Ontario,level_m,meters,2018,2,Feb,2018-02-01,74.9
Lake Ontario,level_m,meters,2018,3,Mar,2018-03-01,74.93
Lake Ontario,level_m,meters,2018,4,Apr,2018-04-01,75.01
Lake Ontario,level_m,meters,2018,5,May,2018-05-01,75.26
Lake Ontario,level_m,meters,2018,6,Jun,2018-06-01,75.22
Lake Ontario,level_m,meters,2018,7,Jul,2018-07-01,75.06
Lake Ontario,level_m,meters,2018,8,Aug,2018-08-01,74.91
Lake Ontario,level_m,meters,2018,9,Sep,2018-09-01,74.74
Lake Ontario,level_m,meters,2018,10,Oct,2018-10-01,74.62
Lake Ontario,level_m,meters,2018,11,Nov,2018-11-01,74.62
Lake Ontario,level_m,meters,2018,12,Dec,2018-12-01,74.71
Lake Ontario,level_m,meters,2019,1,Jan,2019-01-01,74.83
Lake Ontario,level_m,meters,2019,2,Feb,2019-02-01,74.97
Lake Ontario,level_m,meters,2019,3,Mar,2019-03-01,74.97
Lake Ontario,level_m,meters,2019,4,Apr,2019-04-01,75.15
Lake Ontario,level_m,meters,2019,5,May,2019-05-01,75.7
Lake Ontario,level_m,meters,2019,6,Jun,2019-06-01,75.91
Lake Ontario,level_m,meters,2019,7,Jul,2019-07-01,75.8
Lake Ontario,level_m,meters,2019,8,Aug,2019-08-01,75.53
Lake Ontario,level_m,meters,2019,9,Sep,2019-09-01,75.24
Lake Ontario,level_m,meters,2019,10,Oct,2019-10-01,75.04
Lake Ontario,level_m,meters,2019,11,Nov,2019-11-01,75.04
Lake Ontario,level_m,meters,2019,12,Dec,2019-12-01,75.0
Lake Ontario,level_m,meters,2020,1,Jan,2020-01-01,75.05
Lake Ontario,level_m,meters,2020,2,Feb,2020-02-01,75.12
Lake Ontario,level_m,meters,2020,3,Mar,2020-03-01,75.18
Lake Ontario,level_m,meters,2020,4,Apr,2020-04-01,75.32
Lake Ontario,level_m,meters,2020,5,May,2020-05-01,75.36
Lake Ontario,level_m,meters,2020,6,Jun,2020-06-01,75.29
Lake Ontario,level_m,meters,2020,7,Jul,2020-07-01,75.18
Lake Ontario,level_m,meters,2020,8,Aug,2020-08-01,75.05
Lake Ontario,level_m,meters,2020,9,Sep,2020-09-01,74.85
Lake Ontario,level_m,meters,2020,10,Oct,2020-10-01,74.7
Lake Ontario,level_m,meters,2020,11,Nov,2020-11-01,74.6
Lake Ontario,level_m,meters,2020,12,Dec,2020-12-01,74.62
Lake Ontario,level_m,meters,2021,1,Jan,2021-01-01,74.62
Lake Ontario,level_m,meters,2021,2,Feb,2021-02-01,74.53
Lake Ontario,level_m,meters,2021,3,Mar,2021-03-01,74.49
Lake Ontario,level_m,meters,2021,4,Apr,2021-04-01,74.62
Lake Ontario,level_m,meters,2021,5,May,2021-05-01,74.72
Lake Ontario,level_m,meters,2021,6,Jun,2021-06-01,74.71
Lake Ontario,level_m,meters,2021,7,Jul,2021-07-01,74.81
Lake Ontario,level_m,meters,2021,8,Aug,2021-08-01,74.85
Lake Ontario,level_m,meters,2021,9,Sep,2021-09-01,74.79
Lake Ontario,level_m,meters,2021,10,Oct,2021-10-01,74.78
Lake Ontario,level_m,meters,2021,11,Nov,2021-11-01,74.86
Lake Ontario,level_m,meters,2021,12,Dec,2021-12-01,74.87
Lake Ontario,level_m,meters,2022,1,Jan,2022-01-01,74.86
Lake Ontario,level_m,meters,2022,2,Feb,2022-02-01,74.88
Lake Ontario,level_m,meters,2022,3,Mar,2022-03-01,74.99
Lake Ontario,level_m,meters,2022,4,Apr,2022-04-01,75.13
Lake Ontario,level_m,meters,2022,5,May,2022-05-01,75.17
Lake Ontario,level_m,meters,2022,6,Jun,2022-06-01,75.13
Lake Ontario,level_m,meters,2022,7,Jul,2022-07-01,74.95
Lake Ontario,level_m,meters,2022,8,Aug,2022-08-01,74.74
Lake Ontario,level_m,meters,2022,9,Sep,2022-09-01,74.55
Lake Ontario,level_m,meters,2022,10,Oct,2022-10-01,74.41
Lake Ontario,level_m,meters,2022,11,Nov,2022-11-01,74.4
Lake Ontario,level_m,meters,2022,12,Dec,2022-12-01,74.47
Ottawa River,flow_cms,cubic meters per second,2000,1,Jan,2000-01-01,2090.0
Ottawa River,flow_cms,cubic meters per second,2000,2,Feb,2000-02-01,2003.0
Ottawa River,flow_cms,cubic meters per second,2000,3,Mar,2000-03-01,2382.0
Ottawa River,flow_cms,cubic meters per second,2000,4,Apr,2000-04-01,2847.0
Ottawa River,flow_cms,cubic meters per second,2000,5,May,2000-05-01,2712.0
Ottawa River,flow_cms,cubic meters per second,2000,6,Jun,2000-06-01,1842.0
Ottawa River,flow_cms,cubic meters per second,2000,7,Jul,2000-07-01,1559.0
Ottawa River,flow_cms,cubic meters per second,2000,8,Aug,2000-08-01,1392.0
Ottawa River,flow_cms,cubic meters per second,2000,9,Sep,2000-09-01,1226.0
Ottawa River,flow_cms,cubic meters per second,2000,10,Oct,2000-10-01,1016.0
Ottawa River,flow_cms,cubic meters per second,2000,11,Nov,2000-11-01,1098.0
Ottawa River,flow_cms,cubic meters per second,2000,12,Dec,2000-12-01,1485.0
Ottawa River,flow_cms,cubic meters per second,2001,1,Jan,2001-01-01,1449.0
Ottawa River,flow_cms,cubic meters per second,2001,2,Feb,2001-02-01,1657.0
Ottawa River,flow_cms,cubic meters per second,2001,3,Mar,2001-03-01,1518.0
Ottawa River,flow_cms,cubic meters per second,2001,4,Apr,2001-04-01,2872.0
Ottawa River,flow_cms,cubic meters per second,2001,5,May,2001-05-01,1756.0
Ottawa River,flow_cms,cubic meters per second,2001,6,Jun,2001-06-01,1439.0
Ottawa River,flow_cms,cubic meters per second,2001,7,Jul,2001-07-01,1016.0
Ottawa River,flow_cms,cubic meters per second,2001,8,Aug,2001-08-01,668.0
Ottawa River,flow_cms,cubic meters per second,2001,9,Sep,2001-09-01,822.0
Ottawa River,flow_cms,cubic meters per second,2001,10,Oct,2001-10-01,1837.0
Ottawa River,flow_cms,cubic meters per second,2001,11,Nov,2001-11-01,2561.0
Ottawa River,flow_cms,cubic meters per second,2001,12,Dec,2001-12-01,2798.0
Ottawa River,flow_cms,cubic meters per second,2002,1,Jan,2002-01-01,2185.0
Ottawa River,flow_cms,cubic meters per second,2002,2,Feb,2002-02-01,1970.0
Ottawa River,flow_cms,cubic meters per second,2002,3,Mar,2002-03-01,2354.0
Ottawa River,flow_cms,cubic meters per second,2002,4,Apr,2002-04-01,4171.0
Ottawa River,flow_cms,cubic meters per second,2002,5,May,2002-05-01,3951.0
Ottawa River,flow_cms,cubic meters per second,2002,6,Jun,2002-06-01,3691.0
Ottawa River,flow_cms,cubic meters per second,2002,7,Jul,2002-07-01,1858.0
Ottawa River,flow_cms,cubic meters per second,2002,8,Aug,2002-08-01,1105.0
Ottawa River,flow_cms,cubic meters per second,2002,9,Sep,2002-09-01,886.0
Ottawa River,flow_cms,cubic meters per second,2002,10,Oct,2002-10-01,826.0
Ottawa River,flow_cms,cubic meters per second,2002,11,Nov,2002-11-01,900.0
Ottawa River,flow_cms,cubic meters per second,2002,12,Dec,2002-12-01,956.0
Ottawa River,flow_cms,cubic meters per second,2003,1,Jan,2003-01-01,1167.0
Ottawa River,flow_cms,cubic meters per second,2003,2,Feb,2003-02-01,1249.0
Ottawa River,flow_cms,cubic meters per second,2003,3,Mar,2003-03-01,1488.0
Ottawa River,flow_cms,cubic meters per second,2003,4,Apr,2003-04-01,2373.0
Ottawa River,flow_cms,cubic meters per second,2003,5,May,2003-05-01,1868.0
Ottawa River,flow_cms,cubic meters per second,2003,6,Jun,2003-06-01,1725.0
Ottawa River,flow_cms,cubic meters per second,2003,7,Jul,2003-07-01,1127.0
Ottawa River,flow_cms,cubic meters per second,2003,8,Aug,2003-08-01,1487.0
Ottawa River,flow_cms,cubic meters per second,2003,9,Sep,2003-09-01,1008.0
Ottawa River,flow_cms,cubic meters per second,2003,10,Oct,2003-10-01,1816.0
Ottawa River,flow_cms,cubic meters per second,2003,11,Nov,2003-11-01,3266.0
Ottawa River,flow_cms,cubic meters per second,2003,12,Dec,2003-12-01,3096.0
Ottawa River,flow_cms,cubic meters per second,2004,1,Jan,2004-01-01,2470.0
Ottawa River,flow_cms,cubic meters per second,2004,2,Feb,2004-02-01,2040.0
Ottawa River,flow_cms,cubic meters per second,2004,3,Mar,2004-03-01,2289.0
Ottawa River,flow_cms,cubic meters per second,2004,4,Apr,2004-04-01,3217.0
Ottawa River,flow_cms,cubic meters per second,2004,5,May,2004-05-01,3865.0
Ottawa River,flow_cms,cubic meters per second,2004,6,Jun,2004-06-01,1936.0
Ottawa River,flow_cms,cubic meters per second,2004,7,Jul,2004-07-01,1875.0
Ottawa River,flow_cms,cubic meters per second,2004,8,Aug,2004-08-01,1091.0
Ottawa River,flow_cms,cubic meters per second,2004,9,Sep,2004-09-01,1255.0
Ottawa River,flow_cms,cubic meters per second,2004,10,Oct,2004-10-01,881.0
Ottawa River,flow_cms,cubic meters per second,2004,11,Nov,2004-11-01,1095.0
Ottawa River,flow_cms,cubic meters per second,2004,12,Dec,2004-12-01,1575.0
Ottawa River,flow_cms,cubic meters per second,2005,1,Jan,2005-01-01,1942.0
Ottawa River,flow_cms,cubic meters per second,2005,2,Feb,2005-02-01,1736.0
Ottawa River,flow_cms,cubic meters per second,2005,3,Mar,2005-03-01,1373.0
Ottawa River,flow_cms,cubic meters per second,2005,4,Apr,2005-04-01,4141.0
Ottawa River,flow_cms,cubic meters per second,2005,5,May,2005-05-01,2499.0
Ottawa River,flow_cms,cubic meters per second,2005,6,Jun,2005-06-01,1570.0
Ottawa River,flow_cms,cubic meters per second,2005,7,Jul,2005-07-01,993.0
Ottawa River,flow_cms,cubic meters per second,2005,8,Aug,2005-08-01,780.0
Ottawa River,flow_cms,cubic meters per second,2005,9,Sep,2005-09-01,698.0
Ottawa River,flow_cms,cubic meters per second,2005,10,Oct,2005-10-01,1068.0
Ottawa River,flow_cms,cubic meters per second,2005,11,Nov,2005-11-01,1614.0
Ottawa River,flow_cms,cubic meters per second,2005,12,Dec,2005-12-01,2258.0
Ottawa River,flow_cms,cubic meters per second,2006,1,Jan,2006-01-01,2201.0
Ottawa River,flow_cms,cubic meters per second,2006,2,Feb,2006-02-01,2308.0
Ottawa River,flow_cms,cubic meters per second,2006,3,Mar,2006-03-01,2468.0
Ottawa River,flow_cms,cubic meters per second,2006,4,Apr,2006-04-01,4144.0
Ottawa River,flow_cms,cubic meters per second,2006,5,May,2006-05-01,2444.0
Ottawa River,flow_cms,cubic meters per second,2006,6,Jun,2006-06-01,1568.0
Ottawa River,flow_cms,cubic meters per second,2006,7,Jul,2006-07-01,1427.0
Ottawa River,flow_cms,cubic meters per second,2006,8,Aug,2006-08-01,1360.0
Ottawa River,flow_cms,cubic meters per second,2006,9,Sep,2006-09-01,1201.0
Ottawa River,flow_cms,cubic meters per second,2006,10,Oct,2006-10-01,2591.0
Ottawa River,flow_cms,cubic meters per second,2006,11,Nov,2006-11-01,3377.0
Ottawa River,flow_cms,cubic meters per second,2006,12,Dec,2006-12-01,3299.0
Ottawa River,flow_cms,cubic meters per second,2007,1,Jan,2007-01-01,2823.0
Ottawa River,flow_cms,cubic meters per second,2007,2,Feb,2007-02-01,2176.0
Ottawa River,flow_cms,cubic meters per second,2007,3,Mar,2007-03-01,2049.0
Ottawa River,flow_cms,cubic meters per second,2007,4,Apr,2007-04-01,2841.0
Ottawa River,flow_cms,cubic meters per second,2007,5,May,2007-05-01,1722.0
Ottawa River,flow_cms,cubic meters per second,2007,6,Jun,2007-06-01,1979.0
Ottawa River,flow_cms,cubic meters per second,2007,7,Jul,2007-07-01,1411.0
Ottawa River,flow_cms,cubic meters per second,2007,8,Aug,2007-08-01,826.0
Ottawa River,flow_cms,cubic meters per second,2007,9,Sep,2007-09-01,720.0
Ottawa River,flow_cms,cubic meters per second,2007,10,Oct,2007-10-01,707.0
Ottawa River,flow_cms,cubic meters per second,2007,11,Nov,2007-11-01,849.0
Ottawa River,flow_cms,cubic meters per second,2007,12,Dec,2007-12-01,1221.0
Ottawa River,flow_cms,cubic meters per second,2008,1,Jan,2008-01-01,2513.0
Ottawa River,flow_cms,cubic meters per second,2008,2,Feb,2008-02-01,2243.0
Ottawa River,flow_cms,cubic meters per second,2008,3,Mar,2008-03-01,2140.0
Ottawa River,flow_cms,cubic meters per second,2008,4,Apr,2008-04-01,4783.0
Ottawa River,flow_cms,cubic meters per second,2008,5,May,2008-05-01,3228.0
Ottawa River,flow_cms,cubic meters per second,2008,6,Jun,2008-06-01,2027.0
Ottawa River,flow_cms,cubic meters per second,2008,7,Jul,2008-07-01,2318.0
Ottawa River,flow_cms,cubic meters per second,2008,8,Aug,2008-08-01,2182.0
Ottawa River,flow_cms,cubic meters per second,2008,9,Sep,2008-09-01,1472.0
Ottawa River,flow_cms,cubic meters per second,2008,10,Oct,2008-10-01,1323.0
Ottawa River,flow_cms,cubic meters per second,2008,11,Nov,2008-11-01,1793.0
Ottawa River,flow_cms,cubic meters per second,2008,12,Dec,2008-12-01,2085.0
Ottawa River,flow_cms,cubic meters per second,2009,1,Jan,2009-01-01,2336.0
Ottawa River,flow_cms,cubic meters per second,2009,2,Feb,2009-02-01,2220.0
Ottawa River,flow_cms,cubic meters per second,2009,3,Mar,2009-03-01,2550.0
Ottawa River,flow_cms,cubic meters per second,2009,4,Apr,2009-04-01,4193.0
Ottawa River,flow_cms,cubic meters per second,2009,5,May,2009-05-01,3358.0
Ottawa River,flow_cms,cubic meters per second,2009,6,Jun,2009-06-01,2244.0
Ottawa River,flow_cms,cubic meters per second,2009,7,Jul,2009-07-01,1951.0
Ottawa River,flow_cms,cubic meters per second,2009,8,Aug,2009-08-01,1886.0
Ottawa River,flow_cms,cubic meters per second,2009,9,Sep,2009-09-01,1169.0
Ottawa River,flow_cms,cubic meters per second,2009,10,Oct,2009-10-01,1349.0
Ottawa River,flow_cms,cubic meters per second,2009,11,Nov,2009-11-01,1916.0
Ottawa River,flow_cms,cubic meters per second,2009,12,Dec,2009-12-01,1936.0
Ottawa River,flow_cms,cubic meters per second,2010,1,Jan,2010-01-01,1872.0
Ottawa River,flow_cms,cubic meters per second,2010,2,Feb,2010-02-01,1949.0
Ottawa River,flow_cms,cubic meters per second,2010,3,Mar,2010-03-01,2308.0
Ottawa River,flow_cms,cubic meters per second,2010,4,Apr,2010-04-01,1614.0
Ottawa River,flow_cms,cubic meters per second,2010,5,May,2010-05-01,948.0
Ottawa River,flow_cms,cubic meters per second,2010,6,Jun,2010-06-01,789.0
Ottawa River,flow_cms,cubic meters per second,2010,7,Jul,2010-07-01,730.0
Ottawa River,flow_cms,cubic meters per second,2010,8,Aug,2010-08-01,640.0
Ottawa River,flow_cms,cubic meters per second,2010,9,Sep,2010-09-01,981.0
Ottawa River,flow_cms,cubic meters per second,2010,10,Oct,2010-10-01,1896.0
Ottawa River,flow_cms,cubic meters per second,2010,11,Nov,2010-11-01,1867.0
Ottawa River,flow_cms,cubic meters per second,2010,12,Dec,2010-12-01,2711.0
Ottawa River,flow_cms,cubic meters per second,2011,1,Jan,2011-01-01,2224.0
Ottawa River,flow_cms,cubic meters per second,2011,2,Feb,2011-02-01,2010.0
Ottawa River,flow_cms,cubic meters per second,2011,3,Mar,2011-03-01,2477.0
Ottawa River,flow_cms,cubic meters per second,2011,4,Apr,2011-04-01,3423.0
Ottawa River,flow_cms,cubic meters per second,2011,5,May,2011-05-01,3640.0
Ottawa River,flow_cms,cubic meters per second,2011,6,Jun,2011-06-01,2106.0
Ottawa River,flow_cms,cubic meters per second,2011,7,Jul,2011-07-01,1465.0
Ottawa River,flow_cms,cubic meters per second,2011,8,Aug,2011-08-01,899.0
Ottawa River,flow_cms,cubic meters per second,2011,9,Sep,2011-09-01,832.0
Ottawa River,flow_cms,cubic meters per second,2011,10,Oct,2011-10-01,876.0
Ottawa River,flow_cms,cubic meters per second,2011,11,Nov,2011-11-01,1157.0
Ottawa River,flow_cms,cubic meters per second,2011,12,Dec,2011-12-01,1881.0
Ottawa River,flow_cms,cubic meters per second,2012,1,Jan,2012-01-01,1924.0
Ottawa River,flow_cms,cubic meters per second,2012,2,Feb,2012-02-01,1909.0
Ottawa River,flow_cms,cubic meters per second,2012,3,Mar,2012-03-01,3248.0
Ottawa River,flow_cms,cubic meters per second,2012,4,Apr,2012-04-01,2315.0
Ottawa River,flow_cms,cubic meters per second,2012,5,May,2012-05-01,1692.0
Ottawa River,flow_cms,cubic meters per second,2012,6,Jun,2012-06-01,987.0
Ottawa River,flow_cms,cubic meters per second,2012,7,Jul,2012-07-01,620.0
Ottawa River,flow_cms,cubic meters per second,2012,8,Aug,2012-08-01,614.0
Ottawa River,flow_cms,cubic meters per second,2012,9,Sep,2012-09-01,703.0
Ottawa River,flow_cms,cubic meters per second,2012,10,Oct,2012-10-01,1223.0
Ottawa River,flow_cms,cubic meters per second,2012,11,Nov,2012-11-01,2052.0
