lake,control_flow,year,month,date,level_m,target_m,deviation_m,historical_median_flow_cms,recommended_flow_cms,recommended_change_cms,q10_flow_cms,q90_flow_cms
Lake Ontario,St. Lawrence River,2017,2,2017-02-01,74.82,74.75,0.06999999999999318,6796.042529659896,6859.04252965989,62.99999999999363,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2017,3,2017-03-01,75.0,74.82,0.18000000000000682,8126.934191718292,8288.934191718297,162.00000000000546,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2017,4,2017-04-01,75.35,74.92,0.4299999999999926,7787.132065235297,8174.132065235291,386.99999999999363,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2017,5,2017-05-01,75.8,75.1,0.7000000000000028,7730.498377488131,8360.498377488133,630.0000000000018,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2017,6,2017-06-01,75.81,75.13,0.6800000000000068,8211.88472333904,8823.884723339046,612.0000000000055,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2017,7,2017-07-01,75.69,75.09,0.5999999999999943,8381.785786580538,8921.785786580533,539.9999999999945,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2017,8,2017-08-01,75.43,74.95,0.480000000000004,8523.370005948453,8955.370005948456,432.00000000000364,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2017,9,2017-09-01,75.08,74.78,0.29999999999999716,8155.251035591875,8425.251035591873,269.9999999999982,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2017,10,2017-10-01,74.86,74.61,0.25,7843.765752982463,8068.765752982463,225.0,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2017,11,2017-11-01,74.87,74.51,0.35999999999999943,7815.44890910888,8139.448909108879,323.9999999999991,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2017,12,2017-12-01,74.77,74.53,0.23999999999999488,7688.023111677757,7904.023111677752,215.99999999999545,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2018,1,2018-01-01,74.83,74.63,0.20000000000000284,6399.606715429735,6579.606715429738,180.00000000000273,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2018,2,2018-02-01,74.9,74.75,0.15000000000000568,6796.042529659896,6931.042529659901,135.00000000000546,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2018,3,2018-03-01,74.93,74.82,0.11000000000001364,8126.934191718292,8225.934191718305,99.00000000001273,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2018,4,2018-04-01,75.01,74.92,0.09000000000000341,7787.132065235297,7868.1320652353,81.00000000000273,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2018,5,2018-05-01,75.26,75.1,0.1600000000000108,7730.498377488131,7874.498377488141,144.00000000001,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2018,6,2018-06-01,75.22,75.13,0.09000000000000341,8211.88472333904,8292.884723339044,81.00000000000364,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2018,7,2018-07-01,75.06,75.09,-0.030000000000001137,8381.785786580538,8354.785786580536,-27.00000000000182,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2018,8,2018-08-01,74.91,74.95,-0.04000000000000625,8523.370005948453,8487.370005948447,-36.00000000000546,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2018,9,2018-09-01,74.74,74.78,-0.04000000000000625,8155.251035591875,8119.251035591869,-36.00000000000546,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2018,10,2018-10-01,74.62,74.61,0.010000000000005116,7843.765752982463,7852.765752982467,9.000000000004547,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2018,11,2018-11-01,74.62,74.51,0.10999999999999943,7815.44890910888,7914.448909108879,98.99999999999909,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2018,12,2018-12-01,74.71,74.53,0.1799999999999926,7688.023111677757,7850.02311167775,161.99999999999363,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2019,1,2019-01-01,74.83,74.63,0.20000000000000284,6399.606715429735,6579.606715429738,180.00000000000273,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2019,2,2019-02-01,74.97,74.75,0.21999999999999886,6796.042529659896,6994.042529659895,197.9999999999991,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2019,3,2019-03-01,74.97,74.82,0.15000000000000568,8126.934191718292,8261.934191718297,135.00000000000546,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2019,4,2019-04-01,75.15,74.92,0.23000000000000398,7787.132065235297,7994.132065235301,207.00000000000364,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2019,5,2019-05-01,75.7,75.1,0.6000000000000085,7730.498377488131,8270.498377488138,540.0000000000073,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2019,6,2019-06-01,75.91,75.13,0.7800000000000011,8211.88472333904,8913.884723339042,702.0000000000018,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2019,7,2019-07-01,75.8,75.09,0.7099999999999937,8381.785786580538,9020.785786580533,638.9999999999945,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2019,8,2019-08-01,75.53,74.95,0.5799999999999983,8523.370005948453,9045.37000594845,521.9999999999982,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2019,9,2019-09-01,75.24,74.78,0.45999999999999375,8155.251035591875,8569.25103559187,413.99999999999454,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2019,10,2019-10-01,75.04,74.61,0.4300000000000068,7843.765752982463,8230.765752982468,387.00000000000546,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2019,11,2019-11-01,75.04,74.51,0.5300000000000011,7815.44890910888,8292.448909108882,477.0000000000018,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2019,12,2019-12-01,75.0,74.53,0.46999999999999886,7688.023111677757,8111.023111677756,422.9999999999991,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2020,1,2020-01-01,75.05,74.63,0.4200000000000017,6399.606715429735,6777.606715429737,378.0000000000018,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2020,2,2020-02-01,75.12,74.75,0.37000000000000455,6796.042529659896,7129.0425296599005,333.00000000000455,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2020,3,2020-03-01,75.18,74.82,0.36000000000001364,8126.934191718292,8450.934191718305,324.00000000001273,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2020,4,2020-04-01,75.32,74.92,0.3999999999999915,7787.132065235297,8147.13206523529,359.9999999999927,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2020,5,2020-05-01,75.36,75.1,0.2600000000000051,7730.498377488131,7964.498377488136,234.00000000000455,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2020,6,2020-06-01,75.29,75.13,0.1600000000000108,8211.88472333904,8355.88472333905,144.0000000000091,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2020,7,2020-07-01,75.18,75.09,0.09000000000000341,8381.785786580538,8462.785786580542,81.00000000000364,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2020,8,2020-08-01,75.05,74.95,0.09999999999999432,8523.370005948453,8613.370005948447,89.99999999999454,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2020,9,2020-09-01,74.85,74.78,0.06999999999999318,8155.251035591875,8218.25103559187,62.99999999999454,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2020,10,2020-10-01,74.7,74.61,0.09000000000000341,7843.765752982463,7924.7657529824655,81.00000000000273,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2020,11,2020-11-01,74.6,74.51,0.0899999999999892,7815.44890910888,7896.44890910887,80.99999999999,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2020,12,2020-12-01,74.62,74.53,0.09000000000000341,7688.023111677757,7769.0231116777595,81.00000000000273,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2021,1,2021-01-01,74.62,74.63,-0.009999999999990905,6399.606715429735,6390.606715429743,-8.999999999991815,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2021,2,2021-02-01,74.53,74.75,-0.21999999999999886,6796.042529659896,6598.042529659897,-197.9999999999991,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2021,3,2021-03-01,74.49,74.82,-0.3299999999999983,8126.934191718292,7829.934191718294,-296.9999999999982,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2021,4,2021-04-01,74.62,74.92,-0.29999999999999716,7787.132065235297,7517.1320652353,-269.99999999999727,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2021,5,2021-05-01,74.72,75.1,-0.37999999999999545,7730.498377488131,7388.498377488135,-341.99999999999636,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2021,6,2021-06-01,74.71,75.13,-0.4200000000000017,8211.88472333904,7833.884723339039,-378.0000000000018,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2021,7,2021-07-01,74.81,75.09,-0.28000000000000114,8381.785786580538,8129.785786580537,-252.0000000000009,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2021,8,2021-08-01,74.85,74.95,-0.10000000000000853,8523.370005948453,8433.370005948445,-90.00000000000728,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2021,9,2021-09-01,74.79,74.78,0.010000000000005116,8155.251035591875,8164.251035591879,9.000000000004547,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2021,10,2021-10-01,74.78,74.61,0.1700000000000017,7843.765752982463,7996.765752982465,153.00000000000182,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2021,11,2021-11-01,74.86,74.51,0.3499999999999943,7815.44890910888,8130.448909108874,314.99999999999454,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2021,12,2021-12-01,74.87,74.53,0.3400000000000034,7688.023111677757,7994.0231116777595,306.00000000000273,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2022,1,2022-01-01,74.86,74.63,0.23000000000000398,6399.606715429735,6606.606715429739,207.00000000000364,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2022,2,2022-02-01,74.88,74.75,0.12999999999999545,6796.042529659896,6913.042529659891,116.99999999999545,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2022,3,2022-03-01,74.99,74.82,0.1700000000000017,8126.934191718292,8279.934191718294,153.00000000000182,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2022,4,2022-04-01,75.13,74.92,0.20999999999999375,7787.132065235297,7976.1320652352915,188.99999999999454,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2022,5,2022-05-01,75.17,75.1,0.07000000000000739,7730.498377488131,7793.4983774881375,63.00000000000637,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2022,6,2022-06-01,75.13,75.13,0.0,8211.88472333904,8211.88472333904,0.0,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2022,7,2022-07-01,74.95,75.09,-0.14000000000000057,8381.785786580538,8255.785786580538,-126.0,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2022,8,2022-08-01,74.74,74.95,-0.21000000000000796,8523.370005948453,8334.370005948445,-189.00000000000728,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2022,9,2022-09-01,74.55,74.78,-0.23000000000000398,8155.251035591875,7948.251035591871,-207.00000000000364,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2022,10,2022-10-01,74.41,74.61,-0.20000000000000284,7843.765752982463,7663.76575298246,-180.00000000000273,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2022,11,2022-11-01,74.4,74.51,-0.10999999999999943,7815.44890910888,7716.448909108881,-98.99999999999909,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2022,12,2022-12-01,74.47,74.53,-0.060000000000002274,7688.023111677757,7634.023111677755,-54.00000000000182,6756.39894823688,8523.370005948453
