catalyst_id,catalyst_combination,temperature_c,predicted_c4_yield_percent,co_wt_percent,co_sio2_mg,hap_mg,ethanol_flow_ml_min,loading_mode_b
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,383.0,12.196261,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,384.0,12.456813,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,385.0,12.719982,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,386.0,12.985767,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,387.0,13.254169,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,388.0,13.525188,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,389.0,13.798824,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,390.0,14.075076,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,391.0,14.353945,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,392.0,14.635431,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,393.0,14.919534,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,394.0,15.206253,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,395.0,15.495589,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,396.0,15.787542,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,397.0,16.082112,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,398.0,16.379298,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,399.0,16.679102,1.0,100.0,100.0,1.68,0.0
B2,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度1.68ml/min  ,400.0,16.981521,1.0,100.0,100.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,250.0,0.234763,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,251.0,0.209165,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,252.0,0.184277,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,253.0,0.160101,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,254.0,0.136636,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,255.0,0.113882,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,256.0,0.091838,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,257.0,0.070506,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,258.0,0.049885,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,259.0,0.029974,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,260.0,0.010775,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,261.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,262.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,263.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,264.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,265.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,266.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,267.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,268.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,269.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,270.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,271.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,272.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,273.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,274.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,275.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,276.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,277.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,278.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,279.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,280.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,281.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,282.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,283.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,284.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,285.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,286.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,287.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,288.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,289.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,290.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,291.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,292.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,293.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,294.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,295.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,296.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,297.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,298.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,299.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,300.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,301.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,302.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,303.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,304.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,305.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,306.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,307.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,308.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,309.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,310.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,311.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,312.0,0.0,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,313.0,0.010635,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,314.0,0.029829,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,315.0,0.049734,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,316.0,0.070351,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,317.0,0.091678,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,318.0,0.113716,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,319.0,0.136465,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,320.0,0.159925,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,321.0,0.184096,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,322.0,0.208978,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,323.0,0.234571,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,324.0,0.260875,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,325.0,0.28789,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,326.0,0.315616,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,327.0,0.344052,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,328.0,0.3732,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,329.0,0.403059,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,330.0,0.433629,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,331.0,0.46491,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,332.0,0.496902,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,333.0,0.529605,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,334.0,0.563019,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,335.0,0.597144,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,336.0,0.631979,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,337.0,0.667526,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,338.0,0.703784,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,339.0,0.740753,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,340.0,0.778433,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,341.0,0.816824,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,342.0,0.855925,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,343.0,0.895738,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,344.0,0.936262,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,345.0,0.977497,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,346.0,1.019442,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,347.0,1.062099,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,348.0,1.105467,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,349.0,1.149545,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,350.0,1.194335,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,351.0,1.239836,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,352.0,1.286047,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,353.0,1.33297,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,354.0,1.380604,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,355.0,1.428948,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,356.0,1.478004,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,357.0,1.527771,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,358.0,1.578248,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,359.0,1.629437,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,360.0,1.681336,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,361.0,1.733947,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,362.0,1.787269,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,363.0,1.841301,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,364.0,1.896045,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,365.0,1.951499,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,366.0,2.007665,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,367.0,2.064541,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,368.0,2.122129,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,369.0,2.180427,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,370.0,2.239437,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,371.0,2.299157,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,372.0,2.359589,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,373.0,2.420731,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,374.0,2.482585,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,375.0,2.545149,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,376.0,2.608424,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,377.0,2.672411,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,378.0,2.737108,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,379.0,2.802517,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,380.0,2.868636,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,381.0,2.935466,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,382.0,3.003008,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,383.0,3.07126,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,384.0,3.140223,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,385.0,3.209898,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,386.0,3.280283,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,387.0,3.351379,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,388.0,3.423187,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,389.0,3.495705,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,390.0,3.568934,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,391.0,3.642874,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,392.0,3.717526,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,393.0,3.792888,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,394.0,3.868961,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,395.0,3.945745,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,396.0,4.023241,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,397.0,4.101447,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,398.0,4.180364,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,399.0,4.259992,1.0,10.0,10.0,1.68,0.0
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,400.0,4.340331,1.0,10.0,10.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,250.0,0.399645,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,251.0,0.35865,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,252.0,0.318792,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,253.0,0.28007,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,254.0,0.242484,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,255.0,0.206035,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,256.0,0.170723,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,257.0,0.136547,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,258.0,0.103508,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,259.0,0.071605,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,260.0,0.040839,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,261.0,0.011209,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,262.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,263.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,264.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,265.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,266.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,267.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,268.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,269.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,270.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,271.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,272.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,273.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,274.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,275.0,0.0,1.0,25.0,25.0,1.68,0.0
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,276.0,0.0,1.0,25.0,25.0,1.68,0.0
