layer_ii_thickness_mm,layer_iv_thickness_mm,total_variable_thickness_mm,max_skin_temperature_c,minutes_above_44_c,final_temperature_c,feasible
26.4,6.4,32.8,44.570394,4.516667,44.570394,True
26.5,0.6,27.1,51.101736,21.1,51.101736,False
26.5,0.7,27.2,50.896114,20.9,50.896114,False
26.5,0.8,27.3,50.696263,20.683333,50.696263,False
26.5,0.9,27.4,50.501949,20.466667,50.501949,False
26.5,1.0,27.5,50.312953,20.25,50.312953,False
26.5,1.1,27.6,50.129065,20.033333,50.129065,False
26.5,1.2,27.7,49.950085,19.8,49.950085,False
26.5,1.3,27.8,49.775826,19.583333,49.775826,False
26.5,1.4,27.9,49.606106,19.35,49.606106,False
26.5,1.5,28.0,49.440756,19.133333,49.440756,False
26.5,1.6,28.1,49.279612,18.9,49.279612,False
26.5,1.7,28.2,49.122518,18.666667,49.122518,False
26.5,1.8,28.3,48.969328,18.433333,48.969328,False
26.5,1.9,28.4,48.819901,18.2,48.819901,False
26.5,2.0,28.5,48.674101,17.966667,48.674101,False
26.5,2.1,28.6,48.531802,17.716667,48.531802,False
26.5,2.2,28.7,48.39288,17.483333,48.39288,False
26.5,2.3,28.8,48.257219,17.233333,48.257219,False
26.5,2.4,28.9,48.124708,17.0,48.124708,False
26.5,2.5,29.0,47.995239,16.75,47.995239,False
26.5,2.6,29.1,47.868711,16.483333,47.868711,False
26.5,2.7,29.2,47.745025,16.233333,47.745025,False
26.5,2.8,29.3,47.62409,15.983333,47.62409,False
26.5,2.9,29.4,47.505814,15.716667,47.505814,False
26.5,3.0,29.5,47.390114,15.466667,47.390114,False
26.5,3.1,29.6,47.276906,15.2,47.276906,False
26.5,3.2,29.7,47.166111,14.933333,47.166111,False
26.5,3.3,29.8,47.057656,14.65,47.057656,False
26.5,3.4,29.9,46.951466,14.383333,46.951466,False
26.5,3.5,30.0,46.847473,14.1,46.847473,False
26.5,3.6,30.1,46.74561,13.833333,46.74561,False
26.5,3.7,30.2,46.645813,13.55,46.645813,False
26.5,3.8,30.3,46.54802,13.25,46.54802,False
26.5,3.9,30.4,46.452173,12.966667,46.452173,False
26.5,4.0,30.5,46.358213,12.683333,46.358213,False
26.5,4.1,30.6,46.266088,12.383333,46.266088,False
26.5,4.2,30.7,46.175743,12.083333,46.175743,False
26.5,4.3,30.8,46.087129,11.783333,46.087129,False
26.5,4.4,30.9,46.000196,11.466667,46.000196,False
26.5,4.5,31.0,45.914898,11.166667,45.914898,False
26.5,4.6,31.1,45.831189,10.85,45.831189,False
26.5,4.7,31.2,45.749026,10.533333,45.749026,False
26.5,4.8,31.3,45.668366,10.2,45.668366,False
26.5,4.9,31.4,45.58917,9.883333,45.58917,False
26.5,5.0,31.5,45.511397,9.55,45.511397,False
26.5,5.1,31.6,45.435011,9.216667,45.435011,False
26.5,5.2,31.7,45.359974,8.866667,45.359974,False
26.5,5.3,31.8,45.286251,8.533333,45.286251,False
26.5,5.4,31.9,45.213809,8.183333,45.213809,False
26.5,5.5,32.0,45.142615,7.833333,45.142615,False
26.5,5.6,32.1,45.072637,7.466667,45.072637,False
26.5,5.7,32.2,45.003844,7.1,45.003844,False
26.5,5.8,32.3,44.936206,6.733333,44.936206,False
26.5,5.9,32.4,44.869696,6.35,44.869696,False
26.5,6.0,32.5,44.804284,5.983333,44.804284,False
26.5,6.1,32.6,44.739945,5.583333,44.739945,False
26.5,6.2,32.7,44.676652,5.2,44.676652,False
26.5,6.3,32.8,44.614381,4.8,44.614381,True
26.5,6.4,32.9,44.553106,4.383333,44.553106,True
26.6,0.6,27.2,51.067347,21.05,51.067347,False
26.6,0.7,27.3,50.86228,20.833333,50.86228,False
26.6,0.8,27.4,50.662967,20.633333,50.662967,False
26.6,0.9,27.5,50.469177,20.416667,50.469177,False
26.6,1.0,27.6,50.280688,20.2,50.280688,False
26.6,1.1,27.7,50.097294,19.966667,50.097294,False
26.6,1.2,27.8,49.918795,19.75,49.918795,False
26.6,1.3,27.9,49.745003,19.533333,49.745003,False
26.6,1.4,28.0,49.575738,19.3,49.575738,False
26.6,1.5,28.1,49.410829,19.066667,49.410829,False
26.6,1.6,28.2,49.250115,18.85,49.250115,False
26.6,1.7,28.3,49.093441,18.616667,49.093441,False
26.6,1.8,28.4,48.940659,18.383333,48.940659,False
26.6,1.9,28.5,48.791628,18.133333,48.791628,False
26.6,2.0,28.6,48.646216,17.9,48.646216,False
26.6,2.1,28.7,48.504294,17.666667,48.504294,False
26.6,2.2,28.8,48.36574,17.416667,48.36574,False
26.6,2.3,28.9,48.230438,17.166667,48.230438,False
26.6,2.4,29.0,48.098276,16.916667,48.098276,False
26.6,2.5,29.1,47.969148,16.666667,47.969148,False
26.6,2.6,29.2,47.842953,16.416667,47.842953,False
26.6,2.7,29.3,47.719593,16.166667,47.719593,False
26.6,2.8,29.4,47.598974,15.9,47.598974,False
26.6,2.9,29.5,47.481009,15.65,47.481009,False
26.6,3.0,29.6,47.365611,15.383333,47.365611,False
26.6,3.1,29.7,47.252699,15.116667,47.252699,False
26.6,3.2,29.8,47.142193,14.85,47.142193,False
26.6,3.3,29.9,47.03402,14.583333,47.03402,False
26.6,3.4,30.0,46.928107,14.3,46.928107,False
26.6,3.5,30.1,46.824384,14.033333,46.824384,False
26.6,3.6,30.2,46.722785,13.75,46.722785,False
26.6,3.7,30.3,46.623246,13.466667,46.623246,False
26.6,3.8,30.4,46.525706,13.166667,46.525706,False
26.6,3.9,30.5,46.430106,12.883333,46.430106,False
26.6,4.0,30.6,46.336389,12.583333,46.336389,False
26.6,4.1,30.7,46.244501,12.3,46.244501,False
26.6,4.2,30.8,46.154388,12.0,46.154388,False
26.6,4.3,30.9,46.066002,11.683333,46.066002,False
26.6,4.4,31.0,45.979292,11.383333,45.979292,False
26.6,4.5,31.1,45.894212,11.066667,45.894212,False
26.6,4.6,31.2,45.810717,10.75,45.810717,False
26.6,4.7,31.3,45.728763,10.433333,45.728763,False
26.6,4.8,31.4,45.648309,10.1,45.648309,False
26.6,4.9,31.5,45.569314,9.783333,45.569314,False
26.6,5.0,31.6,45.491739,9.45,45.491739,False
26.6,5.1,31.7,45.415547,9.116667,45.415547,False
26.6,5.2,31.8,45.3407,8.766667,45.3407,False
26.6,5.3,31.9,45.267164,8.416667,45.267164,False
26.6,5.4,32.0,45.194906,8.066667,45.194906,False
26.6,5.5,32.1,45.123891,7.716667,45.123891,False
26.6,5.6,32.2,45.05409,7.35,45.05409,False
26.6,5.7,32.3,44.98547,6.983333,44.98547,False
26.6,5.8,32.4,44.918002,6.616667,44.918002,False
26.6,5.9,32.5,44.851659,6.233333,44.851659,False
26.6,6.0,32.6,44.786412,5.85,44.786412,False
26.6,6.1,32.7,44.722234,5.466667,44.722234,False
26.6,6.2,32.8,44.6591,5.066667,44.6591,False
26.6,6.3,32.9,44.596984,4.666667,44.596984,True
26.6,6.4,33.0,44.535862,4.266667,44.535862,True
26.7,0.6,27.3,51.033024,21.0,51.033024,False
26.7,0.7,27.4,50.82851,20.783333,50.82851,False
26.7,0.8,27.5,50.629736,20.583333,50.629736,False
26.7,0.9,27.6,50.436468,20.366667,50.436468,False
26.7,1.0,27.7,50.248488,20.133333,50.248488,False
26.7,1.1,27.8,50.065587,19.916667,50.065587,False
26.7,1.2,27.9,49.887568,19.7,49.887568,False
26.7,1.3,28.0,49.714242,19.466667,49.714242,False
26.7,1.4,28.1,49.545431,19.25,49.545431,False
26.7,1.5,28.2,49.380964,19.016667,49.380964,False
26.7,1.6,28.3,49.22068,18.783333,49.22068,False
26.7,1.7,28.4,49.064424,18.55,49.064424,False
26.7,1.8,28.5,48.91205,18.316667,48.91205,False
26.7,1.9,28.6,48.763416,18.083333,48.763416,False
26.7,2.0,28.7,48.618391,17.833333,48.618391,False
26.7,2.1,28.8,48.476846,17.6,48.476846,False
26.7,2.2,28.9,48.338659,17.35,48.338659,False
26.7,2.3,29.0,48.203715,17.1,48.203715,False
26.7,2.4,29.1,48.071903,16.85,48.071903,False
26.7,2.5,29.2,47.943116,16.6,47.943116,False
26.7,2.6,29.3,47.817253,16.35,47.817253,False
26.7,2.7,29.4,47.694217,16.1,47.694217,False
26.7,2.8,29.5,47.573916,15.833333,47.573916,False
26.7,2.9,29.6,47.45626,15.566667,47.45626,False
26.7,3.0,29.7,47.341164,15.316667,47.341164,False
26.7,3.1,29.8,47.228547,15.05,47.228547,False
26.7,3.2,29.9,47.118331,14.766667,47.118331,False
26.7,3.3,30.0,47.01044,14.5,47.01044,False
26.7,3.4,30.1,46.904802,14.216667,46.904802,False
26.7,3.5,30.2,46.801349,13.95,46.801349,False
26.7,3.6,30.3,46.700013,13.666667,46.700013,False
26.7,3.7,30.4,46.600733,13.383333,46.600733,False
26.7,3.8,30.5,46.503445,13.083333,46.503445,False
26.7,3.9,30.6,46.408092,12.8,46.408092,False
26.7,4.0,30.7,46.314617,12.5,46.314617,False
26.7,4.1,30.8,46.222965,12.2,46.222965,False
26.7,4.2,30.9,46.133085,11.9,46.133085,False
26.7,4.3,31.0,46.044925,11.6,46.044925,False
26.7,4.4,31.1,45.958438,11.283333,45.958438,False
26.7,4.5,31.2,45.873576,10.966667,45.873576,False
26.7,4.6,31.3,45.790295,10.65,45.790295,False
26.7,4.7,31.4,45.708551,10.333333,45.708551,False
26.7,4.8,31.5,45.628302,10.016667,45.628302,False
26.7,4.9,31.6,45.549508,9.683333,45.549508,False
26.7,5.0,31.7,45.472131,9.35,45.472131,False
26.7,5.1,31.8,45.396132,9.0,45.396132,False
26.7,5.2,31.9,45.321475,8.666667,45.321475,False
26.7,5.3,32.0,45.248125,8.316667,45.248125,False
26.7,5.4,32.1,45.17605,7.966667,45.17605,False
26.7,5.5,32.2,45.105215,7.6,45.105215,False
26.7,5.6,32.3,45.035589,7.25,45.035589,False
26.7,5.7,32.4,44.967142,6.883333,44.967142,False
26.7,5.8,32.5,44.899845,6.5,44.899845,False
26.7,5.9,32.6,44.833669,6.116667,44.833669,False
26.7,6.0,32.7,44.768585,5.733333,44.768585,False
26.7,6.1,32.8,44.704568,5.35,44.704568,False
26.7,6.2,32.9,44.641592,4.95,44.641592,True
26.7,6.3,33.0,44.579632,4.55,44.579632,True
26.7,6.4,33.1,44.518663,4.133333,44.518663,True
26.8,0.6,27.4,50.998765,20.95,50.998765,False
26.8,0.7,27.5,50.794806,20.733333,50.794806,False
26.8,0.8,27.6,50.596569,20.516667,50.596569,False
26.8,0.9,27.7,50.403824,20.3,50.403824,False
26.8,1.0,27.8,50.216351,20.083333,50.216351,False
26.8,1.1,27.9,50.033944,19.866667,50.033944,False
26.8,1.2,28.0,49.856404,19.633333,49.856404,False
26.8,1.3,28.1,49.683545,19.416667,49.683545,False
26.8,1.4,28.2,49.515187,19.183333,49.515187,False
26.8,1.5,28.3,49.351162,18.95,49.351162,False
26.8,1.6,28.4,49.191307,18.716667,49.191307,False
26.8,1.7,28.5,49.03547,18.483333,49.03547,False
26.8,1.8,28.6,48.883502,18.25,48.883502,False
26.8,1.9,28.7,48.735265,18.016667,48.735265,False
26.8,2.0,28.8,48.590626,17.783333,48.590626,False
26.8,2.1,28.9,48.449457,17.533333,48.449457,False
26.8,2.2,29.0,48.311638,17.283333,48.311638,False
26.8,2.3,29.1,48.177052,17.033333,48.177052,False
26.8,2.4,29.2,48.045588,16.783333,48.045588,False
26.8,2.5,29.3,47.917142,16.533333,47.917142,False
26.8,2.6,29.4,47.791611,16.283333,47.791611,False
26.8,2.7,29.5,47.6689,16.016667,47.6689,False
26.8,2.8,29.6,47.548915,15.766667,47.548915,False
26.8,2.9,29.7,47.431568,15.5,47.431568,False
26.8,3.0,29.8,47.316774,15.233333,47.316774,False
26.8,3.1,29.9,47.204452,14.966667,47.204452,False
26.8,3.2,30.0,47.094524,14.7,47.094524,False
26.8,3.3,30.1,46.986914,14.416667,46.986914,False
26.8,3.4,30.2,46.881552,14.15,46.881552,False
26.8,3.5,30.3,46.778368,13.866667,46.778368,False
26.8,3.6,30.4,46.677296,13.583333,46.677296,False
26.8,3.7,30.5,46.578273,13.3,46.578273,False
26.8,3.8,30.6,46.481238,13.0,46.481238,False
26.8,3.9,30.7,46.386131,12.716667,46.386131,False
26.8,4.0,30.8,46.292898,12.416667,46.292898,False
26.8,4.1,30.9,46.201482,12.116667,46.201482,False
26.8,4.2,31.0,46.111833,11.816667,46.111833,False
26.8,4.3,31.1,46.0239,11.5,46.0239,False
26.8,4.4,31.2,45.937635,11.2,45.937635,False
26.8,4.5,31.3,45.852991,10.883333,45.852991,False
26.8,4.6,31.4,45.769923,10.566667,45.769923,False
26.8,4.7,31.5,45.688388,10.233333,45.688388,False
26.8,4.8,31.6,45.608344,9.916667,45.608344,False
26.8,4.9,31.7,45.529751,9.583333,45.529751,False
26.8,5.0,31.8,45.452571,9.25,45.452571,False
26.8,5.1,31.9,45.376765,8.9,45.376765,False
26.8,5.2,32.0,45.302298,8.566667,45.302298,False
26.8,5.3,32.1,45.229135,8.216667,45.229135,False
26.8,5.4,32.2,45.157241,7.85,45.157241,False
26.8,5.5,32.3,45.086586,7.5,45.086586,False
26.8,5.6,32.4,45.017136,7.133333,45.017136,False
26.8,5.7,32.5,44.948862,6.766667,44.948862,False
26.8,5.8,32.6,44.881734,6.383333,44.881734,False
26.8,5.9,32.7,44.815724,6.0,44.815724,False
26.8,6.0,32.8,44.750804,5.616667,44.750804,False
26.8,6.1,32.9,44.686948,5.233333,44.686948,False
26.8,6.2,33.0,44.62413,4.833333,44.62413,True
26.8,6.3,33.1,44.562325,4.416667,44.562325,True
26.8,6.4,33.2,44.501508,4.016667,44.501508,True
26.9,0.6,27.5,50.964572,20.9,50.964572,False
26.9,0.7,27.6,50.761167,20.683333,50.761167,False
26.9,0.8,27.7,50.563467,20.466667,50.563467,False
26.9,0.9,27.8,50.371244,20.25,50.371244,False
26.9,1.0,27.9,50.184279,20.033333,50.184279,False
26.9,1.1,28.0,50.002365,19.816667,50.002365,False
26.9,1.2,28.1,49.825305,19.583333,49.825305,False
26.9,1.3,28.2,49.652911,19.366667,49.652911,False
26.9,1.4,28.3,49.485007,19.133333,49.485007,False
26.9,1.5,28.4,49.321423,18.9,49.321423,False
26.9,1.6,28.5,49.161997,18.666667,49.161997,False
26.9,1.7,28.6,49.006577,18.433333,49.006577,False
26.9,1.8,28.7,48.855016,18.2,48.855016,False
26.9,1.9,28.8,48.707176,17.95,48.707176,False
26.9,2.0,28.9,48.562922,17.716667,48.562922,False
26.9,2.1,29.0,48.42213,17.466667,48.42213,False
26.9,2.2,29.1,48.284677,17.216667,48.284677,False
26.9,2.3,29.2,48.150448,16.966667,48.150448,False
26.9,2.4,29.3,48.019333,16.716667,48.019333,False
26.9,2.5,29.4,47.891227,16.466667,47.891227,False
26.9,2.6,29.5,47.766028,16.216667,47.766028,False
26.9,2.7,29.6,47.64364,15.95,47.64364,False
26.9,2.8,29.7,47.523972,15.7,47.523972,False
26.9,2.9,29.8,47.406933,15.433333,47.406933,False
26.9,3.0,29.9,47.292441,15.166667,47.292441,False
26.9,3.1,30.0,47.180413,14.883333,47.180413,False
26.9,3.2,30.1,47.070773,14.616667,47.070773,False
26.9,3.3,30.2,46.963444,14.35,46.963444,False
26.9,3.4,30.3,46.858357,14.066667,46.858357,False
26.9,3.5,30.4,46.755442,13.783333,46.755442,False
26.9,3.6,30.5,46.654633,13.5,46.654633,False
26.9,3.7,30.6,46.555867,13.216667,46.555867,False
26.9,3.8,30.7,46.459083,12.916667,46.459083,False
26.9,3.9,30.8,46.364223,12.633333,46.364223,False
26.9,4.0,30.9,46.271231,12.333333,46.271231,False
26.9,4.1,31.0,46.180052,12.033333,46.180052,False
26.9,4.2,31.1,46.090634,11.716667,46.090634,False
26.9,4.3,31.2,46.002927,11.416667,46.002927,False
26.9,4.4,31.3,45.916884,11.1,45.916884,False
26.9,4.5,31.4,45.832457,10.783333,45.832457,False
26.9,4.6,31.5,45.749602,10.466667,45.749602,False
26.9,4.7,31.6,45.668275,10.133333,45.668275,False
26.9,4.8,31.7,45.588436,9.816667,45.588436,False
26.9,4.9,31.8,45.510044,9.483333,45.510044,False
26.9,5.0,31.9,45.43306,9.15,45.43306,False
26.9,5.1,32.0,45.357447,8.8,45.357447,False
26.9,5.2,32.1,45.283169,8.45,45.283169,False
26.9,5.3,32.2,45.210192,8.1,45.210192,False
26.9,5.4,32.3,45.138481,7.75,45.138481,False
26.9,5.5,32.4,45.068004,7.383333,45.068004,False
26.9,5.6,32.5,44.99873,7.016667,44.99873,False
26.9,5.7,32.6,44.930628,6.65,44.930628,False
26.9,5.8,32.7,44.863669,6.266667,44.863669,False
26.9,5.9,32.8,44.797826,5.883333,44.797826,False
26.9,6.0,32.9,44.733069,5.5,44.733069,False
26.9,6.1,33.0,44.669373,5.1,44.669373,False
26.9,6.2,33.1,44.606713,4.7,44.606713,True
26.9,6.3,33.2,44.545062,4.3,44.545062,True
26.9,6.4,33.3,44.484398,3.883333,44.484398,True
27.0,0.6,27.6,50.930446,20.85,50.930446,False
27.0,0.7,27.7,50.727594,20.633333,50.727594,False
27.0,0.8,27.8,50.530432,20.416667,50.530432,False
27.0,0.9,27.9,50.338731,20.2,50.338731,False
27.0,1.0,28.0,50.152272,19.983333,50.152272,False
27.0,1.1,28.1,49.970851,19.75,49.970851,False
27.0,1.2,28.2,49.794269,19.533333,49.794269,False
27.0,1.3,28.3,49.622342,19.3,49.622342,False
27.0,1.4,28.4,49.45489,19.066667,49.45489,False
27.0,1.5,28.5,49.291746,18.833333,49.291746,False
27.0,1.6,28.6,49.132749,18.6,49.132749,False
27.0,1.7,28.7,48.977747,18.366667,48.977747,False
27.0,1.8,28.8,48.826592,18.133333,48.826592,False
27.0,1.9,28.9,48.679147,17.883333,48.679147,False
27.0,2.0,29.0,48.535279,17.65,48.535279,False
27.0,2.1,29.1,48.394862,17.4,48.394862,False
27.0,2.2,29.2,48.257776,17.15,48.257776,False
27.0,2.3,29.3,48.123904,16.9,48.123904,False
27.0,2.4,29.4,47.993137,16.65,47.993137,False
27.0,2.5,29.5,47.86537,16.4,47.86537,False
27.0,2.6,29.6,47.740503,16.15,47.740503,False
27.0,2.7,29.7,47.618439,15.883333,47.618439,False
27.0,2.8,29.8,47.499086,15.616667,47.499086,False
27.0,2.9,29.9,47.382356,15.35,47.382356,False
27.0,3.0,30.0,47.268164,15.083333,47.268164,False
27.0,3.1,30.1,47.156431,14.816667,47.156431,False
27.0,3.2,30.2,47.047078,14.55,47.047078,False
27.0,3.3,30.3,46.94003,14.266667,46.94003,False
27.0,3.4,30.4,46.835217,13.983333,46.835217,False
27.0,3.5,30.5,46.732571,13.7,46.732571,False
27.0,3.6,30.6,46.632024,13.416667,46.632024,False
27.0,3.7,30.7,46.533515,13.133333,46.533515,False
27.0,3.8,30.8,46.436983,12.833333,46.436983,False
27.0,3.9,30.9,46.342369,12.533333,46.342369,False
27.0,4.0,31.0,46.249617,12.233333,46.249617,False
27.0,4.1,31.1,46.158673,11.933333,46.158673,False
27.0,4.2,31.2,46.069486,11.633333,46.069486,False
27.0,4.3,31.3,45.982006,11.316667,45.982006,False
27.0,4.4,31.4,45.896183,11.0,45.896183,False
27.0,4.5,31.5,45.811973,10.683333,45.811973,False
27.0,4.6,31.6,45.729331,10.366667,45.729331,False
27.0,4.7,31.7,45.648213,10.05,45.648213,False
27.0,4.8,31.8,45.568578,9.716667,45.568578,False
27.0,4.9,31.9,45.490386,9.383333,45.490386,False
27.0,5.0,32.0,45.413598,9.033333,45.413598,False
27.0,5.1,32.1,45.338178,8.7,45.338178,False
27.0,5.2,32.2,45.264089,8.35,45.264089,False
27.0,5.3,32.3,45.191297,8.0,45.191297,False
27.0,5.4,32.4,45.119768,7.633333,45.119768,False
27.0,5.5,32.5,45.049469,7.283333,45.049469,False
27.0,5.6,32.6,44.980371,6.9,44.980371,False
27.0,5.7,32.7,44.912441,6.533333,44.912441,False
27.0,5.8,32.8,44.845651,6.15,44.845651,False
27.0,5.9,32.9,44.779973,5.766667,44.779973,False
27.0,6.0,33.0,44.71538,5.383333,44.71538,False
27.0,6.1,33.1,44.651844,4.983333,44.651844,True
27.0,6.2,33.2,44.589341,4.583333,44.589341,True
27.0,6.3,33.3,44.527845,4.166667,44.527845,True
27.0,6.4,33.4,44.467333,3.75,44.467333,True
27.1,0.6,27.7,50.896386,20.8,50.896386,False
27.1,0.7,27.8,50.694087,20.583333,50.694087,False
27.1,0.8,27.9,50.497462,20.366667,50.497462,False
27.1,0.9,28.0,50.306283,20.15,50.306283,False
27.1,1.0,28.1,50.120331,19.933333,50.120331,False
27.1,1.1,28.2,49.939402,19.7,49.939402,False
27.1,1.2,28.3,49.763299,19.466667,49.763299,False
27.1,1.3,28.4,49.591836,19.25,49.591836,False
27.1,1.4,28.5,49.424837,19.016667,49.424837,False
27.1,1.5,28.6,49.262133,18.783333,49.262133,False
27.1,1.6,28.7,49.103565,18.55,49.103565,False
27.1,1.7,28.8,48.948979,18.316667,48.948979,False
27.1,1.8,28.9,48.79823,18.066667,48.79823,False
27.1,1.9,29.0,48.651181,17.833333,48.651181,False
27.1,2.0,29.1,48.507698,17.583333,48.507698,False
27.1,2.1,29.2,48.367656,17.333333,48.367656,False
27.1,2.2,29.3,48.230935,17.083333,48.230935,False
27.1,2.3,29.4,48.09742,16.833333,48.09742,False
27.1,2.4,29.5,47.967001,16.583333,47.967001,False
27.1,2.5,29.6,47.839573,16.333333,47.839573,False
27.1,2.6,29.7,47.715037,16.066667,47.715037,False
27.1,2.7,29.8,47.593295,15.816667,47.593295,False
27.1,2.8,29.9,47.474258,15.55,47.474258,False
27.1,2.9,30.0,47.357835,15.283333,47.357835,False
27.1,3.0,30.1,47.243945,15.016667,47.243945,False
27.1,3.1,30.2,47.132505,14.733333,47.132505,False
27.1,3.2,30.3,47.023439,14.466667,47.023439,False
27.1,3.3,30.4,46.916672,14.183333,46.916672,False
27.1,3.4,30.5,46.812133,13.9,46.812133,False
27.1,3.5,30.6,46.709754,13.616667,46.709754,False
27.1,3.6,30.7,46.60947,13.333333,46.60947,False
27.1,3.7,30.8,46.511218,13.05,46.511218,False
27.1,3.8,30.9,46.414936,12.75,46.414936,False
27.1,3.9,31.0,46.320567,12.45,46.320567,False
27.1,4.0,31.1,46.228056,12.15,46.228056,False
27.1,4.1,31.2,46.137347,11.85,46.137347,False
27.1,4.2,31.3,46.048391,11.533333,46.048391,False
27.1,4.3,31.4,45.961136,11.233333,45.961136,False
27.1,4.4,31.5,45.875534,10.916667,45.875534,False
27.1,4.5,31.6,45.791541,10.6,45.791541,False
27.1,4.6,31.7,45.709111,10.266667,45.709111,False
27.1,4.7,31.8,45.6282,9.95,45.6282,False
27.1,4.8,31.9,45.548769,9.616667,45.548769,False
27.1,4.9,32.0,45.470777,9.283333,45.470777,False
27.1,5.0,32.1,45.394186,8.933333,45.394186,False
27.1,5.1,32.2,45.318958,8.6,45.318958,False
27.1,5.2,32.3,45.245057,8.25,45.245057,False
27.1,5.3,32.4,45.17245,7.883333,45.17245,False
27.1,5.4,32.5,45.101103,7.533333,45.101103,False
27.1,5.5,32.6,45.030983,7.166667,45.030983,False
27.1,5.6,32.7,44.962059,6.8,44.962059,False
27.1,5.7,32.8,44.894301,6.416667,44.894301,False
27.1,5.8,32.9,44.82768,6.033333,44.82768,False
27.1,5.9,33.0,44.762168,5.65,44.762168,False
27.1,6.0,33.1,44.697737,5.266667,44.697737,False
27.1,6.1,33.2,44.634361,4.866667,44.634361,True
27.1,6.2,33.3,44.572015,4.45,44.572015,True
27.1,6.3,33.4,44.510673,4.05,44.510673,True
27.1,6.4,33.5,44.450312,3.633333,44.450312,True
27.2,0.6,27.8,50.862394,20.75,50.862394,False
27.2,0.7,27.9,50.660648,20.533333,50.660648,False
27.2,0.8,28.0,50.464559,20.316667,50.464559,False
27.2,0.9,28.1,50.273901,20.1,50.273901,False
27.2,1.0,28.2,50.088456,19.866667,50.088456,False
27.2,1.1,28.3,49.908018,19.65,49.908018,False
27.2,1.2,28.4,49.732393,19.416667,49.732393,False
27.2,1.3,28.5,49.561396,19.183333,49.561396,False
27.2,1.4,28.6,49.394849,18.95,49.394849,False
27.2,1.5,28.7,49.232584,18.716667,49.232584,False
27.2,1.6,28.8,49.074444,18.483333,49.074444,False
27.2,1.7,28.9,48.920274,18.25,48.920274,False
27.2,1.8,29.0,48.769931,18.016667,48.769931,False
27.2,1.9,29.1,48.623276,17.766667,48.623276,False
27.2,2.0,29.2,48.480178,17.516667,48.480178,False
27.2,2.1,29.3,48.340511,17.266667,48.340511,False
27.2,2.2,29.4,48.204155,17.016667,48.204155,False
27.2,2.3,29.5,48.070996,16.766667,48.070996,False
27.2,2.4,29.6,47.940924,16.516667,47.940924,False
27.2,2.5,29.7,47.813835,16.266667,47.813835,False
27.2,2.6,29.8,47.689629,16.0,47.689629,False
27.2,2.7,29.9,47.568211,15.733333,47.568211,False
27.2,2.8,30.0,47.449488,15.466667,47.449488,False
27.2,2.9,30.1,47.333373,15.2,47.333373,False
27.2,3.0,30.2,47.219782,14.933333,47.219782,False
27.2,3.1,30.3,47.108636,14.666667,47.108636,False
27.2,3.2,30.4,46.999856,14.383333,46.999856,False
27.2,3.3,30.5,46.893369,14.1,46.893369,False
27.2,3.4,30.6,46.789104,13.833333,46.789104,False
27.2,3.5,30.7,46.686993,13.533333,46.686993,False
27.2,3.6,30.8,46.586971,13.25,46.586971,False
27.2,3.7,30.9,46.488974,12.966667,46.488974,False
27.2,3.8,31.0,46.392943,12.666667,46.392943,False
27.2,3.9,31.1,46.298819,12.366667,46.298819,False
27.2,4.0,31.2,46.206548,12.066667,46.206548,False
27.2,4.1,31.3,46.116074,11.766667,46.116074,False
27.2,4.2,31.4,46.027347,11.45,46.027347,False
27.2,4.3,31.5,45.940318,11.133333,45.940318,False
27.2,4.4,31.6,45.854937,10.816667,45.854937,False
27.2,4.5,31.7,45.77116,10.5,45.77116,False
27.2,4.6,31.8,45.688941,10.183333,45.688941,False
27.2,4.7,31.9,45.608239,9.85,45.608239,False
27.2,4.8,32.0,45.529011,9.516667,45.529011,False
27.2,4.9,32.1,45.451218,9.183333,45.451218,False
27.2,5.0,32.2,45.374823,8.833333,45.374823,False
27.2,5.1,32.3,45.299786,8.483333,45.299786,False
27.2,5.2,32.4,45.226074,8.133333,45.226074,False
27.2,5.3,32.5,45.153652,7.783333,45.153652,False
27.2,5.4,32.6,45.082486,7.416667,45.082486,False
27.2,5.5,32.7,45.012543,7.05,45.012543,False
27.2,5.6,32.8,44.943794,6.683333,44.943794,False
27.2,5.7,32.9,44.876208,6.3,44.876208,False
27.2,5.8,33.0,44.809755,5.916667,44.809755,False
27.2,5.9,33.1,44.744408,5.533333,44.744408,False
27.2,6.0,33.2,44.680139,5.133333,44.680139,False
27.2,6.1,33.3,44.616923,4.733333,44.616923,True
27.2,6.2,33.4,44.554733,4.333333,44.554733,True
27.2,6.3,33.5,44.493546,3.916667,44.493546,True
27.2,6.4,33.6,44.433336,3.5,44.433336,True
27.3,0.6,27.9,50.828469,20.7,50.828469,False
27.3,0.7,28.0,50.627275,20.483333,50.627275,False
27.3,0.8,28.1,50.431724,20.266667,50.431724,False
27.3,0.9,28.2,50.241586,20.05,50.241586,False
27.3,1.0,28.3,50.056646,19.816667,50.056646,False
27.3,1.1,28.4,49.8767,19.6,49.8767,False
27.3,1.2,28.5,49.701553,19.366667,49.701553,False
27.3,1.3,28.6,49.53102,19.133333,49.53102,False
27.3,1.4,28.7,49.364924,18.9,49.364924,False
27.3,1.5,28.8,49.2031,18.666667,49.2031,False
27.3,1.6,28.9,49.045386,18.433333,49.045386,False
27.3,1.7,29.0,48.891633,18.183333,48.891633,False
27.3,1.8,29.1,48.741694,17.95,48.741694,False
